name,mz,rt,plasma_01,plasma_02,plasma_03,plasma_04,plasma_05,plasma_06
M70T672,70.01255814,671.568,1293603689,691315802,914096021,1134532557,1074920499,528164374.8
M70T201,70.01254886,201.0735,370950493.3,259819886.1,452956929.3,275359.4217,549886797.5,383338721.8
M70T652,70.01256145,652.239,1673051208,1379838752,1475354563,1487531491,2345870094,1592262215
M70T688,70.01256264,687.613,998576171.5,598621250.6,758756979.3,636197556.7,1007043736,582235631.7
M70T709,70.01256133,708.967,446019503.7,487982224.2,399259622.1,468666237.6,339108477.5,667261469.9
M70T77,70.01256788,77.416,808737121.2,890468158.7,2650925.591,2980680.827,507223049.7,501480652.7
M70T44,70.06510259,44.0051,17028732.89,16562507.5,18003975.91,20083957.3,16580247.39,19157486.25
M70T59,70.07321365,59.45135,1299387.798,1184873.288,1363797.408,2003779.739,1742757.481,1420336.85
M71T673,70.51424355,672.5275,1044951.988,71244586.46,31249577.22,58897053.83,39300028.52,24085020.34
M71T652_1,70.51424483,651.7115,93224022.14,72254210.57,54864556.77,75393871.11,97547742.67,71661023.82
M71T710_1,70.51425166,710.02,13194841.38,14948696.66,12697230.77,27849909.57,36923909.88,32716211.41
M71T688,70.51425665,687.9205,44087119.25,41123984.51,36467293.11,17962330.02,23045087.12,21003047.83
M71T201,70.51424482,200.703,14440648.52,13408293.1,15634521.95,20978809.99,23194988.4,13578551.64
M71T234,70.51423079,234.289,19615827.07,20185848.07,16665475.53,18962312.11,19530635.55,22069594.17
M71T75,70.51425205,75.4171,35743847.71,20764794.27,112291.0232,26919026.46,43063764.78,303683.1004
M71T213,70.51423982,213.257,22651760.42,46217663.22,23744273.7,23326714.28,20549555.75,36781022.89
M71T288,70.51421832,287.5505,13683528.45,25286875.91,42759649,24134416.78,17226454.81,30265939.05
M71T329,70.5142253,328.8615,18196699.76,15063071.36,13443253.28,14458308.67,16462097.17,11089472.86
M71T304,70.51423506,304.048,29639001.55,21711051.92,20720313.22,21981661.31,21183806.82,19737071.04
M71T689_1,70.95786314,688.888,14839008.23,5529454.688,7917424.847,3274479.6,14498179.18,5351629.387
M71T53,70.98041895,53.1071,2748958.709,3098969.233,3215576.906,2660253.185,3222090.663,2832684.903
M71T36,71.00020032,35.7622,2875626.891,2918045.105,2678657.887,2883679.371,3055261.3,2844696.432
M71T652_2,71.01057958,652.35,11876813.76,10534580.91,10350042.07,9938358.944,11488795.06,7612798.738
M71T49_1,71.01275575,49.3612,1155713.139,1415887.185,1216640.926,1000367.009,1102490.575,3422443.158
M71T686,71.01060051,686.311,6557011.274,3148410.836,9643370.991,12275898.13,7103598.741,8782667.805
M71T708,71.01058423,708.302,3622352.004,11734224,2513631.234,5112771.378,5120750.788,1803852.212
M71T668,71.0105864,667.563,7353932.395,6545581.632,6188299.771,17571521.56,16062860.27,18316645.34
M71T710_2,71.02908529,709.971,5951399.92,3705643.397,814728.109,3821629.883,2896723.403,4863078.945
M71T689_2,71.02908338,688.888,10783777.46,3939762.717,4271144.324,14528901.04,9554558.233,7391060.703
M71T33,71.02907832,33.2949,14195497.83,17167833.46,14877056.35,16440275.17,15468285.44,14442991.27
M71T651,71.0290867,651.0045,37769371.48,27826947.18,21215142.48,50390094.01,19982728.91,30402782.05
M71T670,71.02908808,669.8185,9175847.053,22153221.15,16816585.27,15616439.45,15727980.39,22228615.5
M71T49_2,71.04914117,48.68745,2339724.073,2550375.147,2022968.107,2239974.713,2274145.291,2111658.797
M71T46,71.06848324,46.3225,1496929.763,1427636.056,1235959.562,1575371.295,1858189.393,1621088.863
M72T33_1,71.52949294,32.60875,1357177.452,1560811.517,1598462.961,1466240.357,1279480.188,1382783.426
M72T661,71.52949241,660.887,1243022.989,1153834.844,2455173.105,1480244.106,3196922.131,1501708.891
M72T710,71.95187007,709.628,15448580.14,8714841.984,6444178.317,17623920.73,10334582.67,15014618.89
M72T688,71.95187662,687.9305,15513323.86,18842350.22,61506278.4,13951165.72,48775565.02,19803023.8
M72T652_1,71.95183322,651.929,53341054.3,64355441.17,60859354.98,60941216.12,68416910.56,51069596.18
M72T28,71.9518825,27.8544,14234016.65,13930341.78,13055197.97,6543358.352,17207684.09,16901236.21
M72T672,72.00903119,672.229,22158349.12,16179916.46,13733838.35,29383816.65,15607304.82,15952742.07
M72T686,72.00903381,686.311,27871498.13,9373218.819,19143404.04,8034577.165,19673531.55,9486787.807
M72T708,72.00902617,707.728,6581235.703,18295349.84,10037744.27,6854360.888,8505908.415,13006248.05
M72T652_2,72.00901935,652.052,38496500.36,27483825.46,35066936.35,41207546.53,33325806.99,48116772.59
M72T33_2,72.02786795,33.02125,1980467.797,2049497.066,2064473.041,2349761.666,1222658.009,2557440.552
M72T380,72.07292657,380.4805,2066150.92,1767000.927,1725194.959,1689669.924,1785542.17,2299019.12
M72T46,72.08075836,46.4428,197726535.8,190608046.8,198050133,183183833.2,190827308.8,206434200.1
M72T644,72.08069088,644.4665,23033030.63,24675194.8,20276204.13,17584569,19372572.37,17772575.79
M73T280_1,72.81521186,280.391,610536.6217,594512.9656,752186.3147,502764.4968,435803.4882,468482.2756
M73T280_2,72.83750356,279.713,899961.2464,1107867.221,1569778.459,1504240.055,1662881.634,1619311.119
M73T280_3,72.85977897,280.341,837535.1472,1304388.438,1148911.924,1217330.217,1731496.501,1115952.801
M73T280_4,72.88203687,280.178,676141.2464,605541.0516,614240.296,834318.2497,804293.9941,858685.8083
M73T706,72.93707754,705.57,10902066.25,9634970.772,8571678.427,6366367.608,8752360.166,26485236.67
M73T29_1,72.9371107,28.99745,11836042.86,13812485.03,14747583.14,5785530.995,12488532.66,9164031.87
M73T3,72.93712042,2.89181,11169019.62,7790562.792,10590593.87,8753398.621,13212515.19,8855143.208
M73T91,73.0106225,90.6531,788102.7622,741175.6569,954344.9928,725921.4044,991653.3903,740604.7868
M73T75,73.01063476,75.4503,1407087.22,1153998.146,1264590.288,1372432.985,1486152.373,1247795.579
M73T49,73.06478858,49.41925,7720440.017,7691160.466,8401429.965,7725148.254,7996042.724,7106723.596
M73T29_2,73.06480148,29.49975,4838846.759,5929439.462,9210876.472,8643846.927,4781674.434,8467826.481
M73T46,73.0841226,46.4428,8727115.412,9045430.371,8309567.928,8789349.835,8784330.57,9455991.582
M73T278_1,73.09366541,278.3305,959579.0728,968052.3471,933464.1895,950314.106,933326.7375,1032292.642
M73T278_2,73.1215291,277.767,724967.7183,445924.1728,609963.918,625753.2566,1066573.414,604789.9632
M74T650,73.53178067,650.259,9836822.411,16642997.11,12066025.22,17699484.88,16292974.46,13288742.97
M74T33,73.53180783,32.6049,763847.1328,940005.4485,914142.9248,821023.6603,543938.4584,965049.4396
M74T47,74.06003202,46.689,6704918.363,5811307.545,5545946.04,5967148.149,6078073.213,5718067.297
M74T645,74.09639524,645.451,755130187.8,758078367.1,1023683206,770140081.9,755291221,836800911.4
M75T54,74.51769222,54.0784,469361.649,478248.2387,544079.72,265833.2451,413977.1683,586463.5683
M75T62,74.93087164,62.1568,2833809.076,7901508.121,3199919.174,2607268.236,4519562.3,5827933.625
M75T661,74.930896,661.463,1840606.918,2398453.947,1548369.066,1709851.104,2091232.861,2358422.257
M75T652,74.97535007,652.289,1763410.593,4241618.057,2224128.274,3214007.67,3824559.31,2720775.496
M75T28,74.97532382,27.6563,4693822.48,3341451.367,3464562.656,3122684.064,3004135.289,2130309.293
M75T48,75.04404833,48.4257,9130432.942,8450692.352,8197612.281,8458057.458,8286045.15,8901943.934
M75T30,75.04404574,29.8693,1522858.798,1217104.522,1622374.746,1872056.32,2382631.454,1628822.054
M75T630,75.0607443,630.146,250703.3793,221186.9861,1637984.604,292475.2368,234254.6843,184428.0679
M75T645,75.09977343,645.293,39145400.62,42435492.11,37423726.71,37005116.71,38413971.15,34736941.86
M75T474,75.09973201,473.886,15799792.63,14638425.21,25537720.66,15225784.11,14510201.16,49214287.28
M75T283_1,75.18597048,282.661,1063787.396,963089.7682,1186390.383,988769.1448,1079765.485,1202300.756
M75T283_2,75.2231107,282.661,1360461.297,1277724.653,1109046.169,1343642.606,1351517.058,1005919.255
M75T283_3,75.26024515,282.661,663521.1865,741122.528,779083.1397,658603.7123,693661.9516,533496.1988
M75T36,75.44631759,35.9359,14320700.56,14646279.96,13177311.21,13751420.22,14794848.89,13459372.36
M76T36,75.55778178,35.9359,1977528.735,2191833.86,1903093.309,2356685.759,2367293.124,2116267.518
M76T279_1,75.76173577,278.9885,1013465.839,951009.9062,1001026.797,913378.1528,1085535.657,904223.3593
M76T279_2,75.78962637,278.7305,1854000.125,1776350.488,1790880.37,1657771.671,2032082.183,1902147.38
M76T279_3,75.81747026,278.7305,1147029.068,1350567.516,1197674.992,1260480.349,1337502.125,1207324.693
M76T279_4,75.84530999,278.896,1468161.414,412971.8987,1570015.511,372547.0499,806055.785,1494989.652
M76T310_1,75.96075632,310.0785,655697.5762,662641.7444,502172.3325,811774.03,824789.0069,614756.2336
M76T310_2,75.99791555,310.0745,713362.2788,1028659.504,929965.703,1000564.018,917856.2627,779399.7082
M76T46,76.03929162,46.4428,2009795.392,1697521.003,1553705.765,1421496.057,1426440.16,1663265.038
M76T645,76.07569384,644.95,11826585.66,10884995.27,11009146.84,9190346.741,10787358.62,10487766.54
M76T44,76.07567825,44.0051,9104302.304,7802792.619,9678720.157,8711002.075,10604876.07,10410471.31
M77T62,76.92795002,62.4957,819956.4589,754968.3358,785729.0315,598120.3563,718045.4771,1083335.8
M77T653,77.02041817,652.9265,5462083.358,3830110.992,6202788.081,3596846.754,4131315.706,5621884.994
M77T100,77.03853546,100.1427,6617636.045,6093516.875,6245209.773,6085659.977,7106744.79,6365063.866
M77T242,77.03855221,241.542,987586.4338,896714.2056,762123.1296,682595.6465,906391.4554,766383.2747
M78T630_1,77.95135722,630.168,826649.3555,675633.6722,685807.9955,749000.2215,599509.4308,612389.6538
M78T630_2,78.06285338,630.146,260811.7165,207635.1431,148623.9098,270629.698,162301.3586,153324.6656
M78T564_1,78.1753412,564.055,0,13264239.02,12942691,10992255,10131840.21,11498242.38
M78T564_2,78.28683944,564.055,34561.91772,5220348.803,5209135.617,4343576.258,3967566.491,4523470.212
M78T562,78.39827219,562.044,0,886298.1623,534445.468,506465.9882,510887.7526,327178.8083
M78T586,78.39929351,586.395,0,208537.5479,154747.5522,221308.56,216538.2668,166608.5401
M79T2,78.52027489,2.24076,3618498.016,1934717.368,2101680.973,3644384.902,2092638.068,1978113.233
M79T29,78.52025688,28.7518,3208989.942,3024836.048,4315350.797,5395920.954,1766450.758,4303782.009
M79T658,78.99895343,657.5655,2587122.008,1722833666,2954772.68,2170258.52,3192250.543,1705104619
M79T201,79.01449074,201.378,7931399.699,462092428,963348.9255,488185932.8,755588.0295,4983852.626
M79T82,79.0139813,81.8861,449063.3935,321328836.5,318743773.9,3109955.186,297406.5358,352353033.1
M79T672,79.01786884,671.568,1667720015,769463854.9,1229907835,1282427903,1000537349,685039403.1
M79T708,79.01785372,708.3285,453739607.2,657651435.7,809197118.5,698746869.7,523383557.2,1323296436
M79T652,79.01785831,652.239,2013172079,2263793231,1828620608,1828579805,2869402857,1923518000
M79T687,79.01785791,686.953,1548887635,837156091.2,875606947,869986065.3,1328080930,810778877
M79T47,79.02117012,47.3543,4335286.551,4092882.548,4096738.226,3704739.452,3881414.503,3551837.103
M79T666,79.04162492,666.113,30152050.05,7180476.38,18024542.67,9069969.256,3119813947,6702252.648
M79T100,79.05418242,100.1537,23211551.7,21510063.04,26575707.89,23742878.37,23621875.57,24500100.54
M79T30,79.05422446,30.0744,4617678.878,3074398.787,5186213.452,3745110.146,3312840.923,7308988.541
M80T660,79.51539297,660.4435,161771517.5,27685397.58,157535325.5,147795993.4,151222109.8,89427930.04
M80T710,79.51544145,709.628,2618256.009,34270634.29,33829102.86,19022424.66,24033432.19,43700791.63
M80T81,79.51951454,80.81735,76403822.01,31525803.75,34112704.98,18422355.42,88637343.44,76683046.82
M80T205,79.5195236,204.7055,103286941.5,32706487.12,146621658.1,66956265.71,154204264.1,41310151.14
M80T258,79.51950824,258.218,40034331.2,23670511.33,26731578.22,13383552.26,28605805.47,45291371.32
M80T334,79.51542459,333.5215,40360190.49,22832443.03,22272195.9,32641174.58,37266330.32,33965299.54
M80T158,79.51951476,158.042,30161570.88,17885438.47,15250979.92,13456441.25,11406360.26,12671863.47
M80T140,79.51951454,140.117,22205144.14,17432375.11,102641976,21381240.56,14680248.7,19772398.26
M80T311,79.51952743,310.7,25401085.14,20687807.41,26986391.9,37461224.85,80481531.18,36557819.15
M80T118,79.51952565,117.812,14186797.81,19748788.51,19428646.14,13754226.34,15661100.91,14781362.01
M80T284,79.51747365,284.004,38748078.59,23694687.32,54124941.68,33677833.86,34865669.26,87712169.44
M80T235,79.51954298,234.946,31000595.17,30311703.1,30135665.4,57081877.58,30950422.68,24660660.88
M80T652,79.52808565,651.7155,72060433.96,77539683.09,71894813.58,3536014.537,3390547.221,3348789.608
M80T368,79.51951388,367.537,19469201.12,9187382.797,11257794,16774276.58,13277478.23,14060008.34
M80T709,80.01587188,708.981,2563033.084,2865155.743,3248188.613,5517885.207,5975521.67,52142979.64
M80T659,80.01587365,659.245,18725130.67,18533262.67,7102575.108,10126054.27,7279169.056,25001137.5
M80T688,80.0159005,687.635,149976929.5,5935030.628,9740341.331,12646312.08,14403056.92,149026741.9
M80T210,80.01718367,209.945,611810.6326,8880147.632,435156.8663,66866415.2,63594220.19,67473772.41
M80T672,80.04947505,671.504,450702611.1,452435619.1,96702532.27,451234270.3,459894459.7,444747974.5
M80T63,80.04944728,62.8371,61491433.43,33977720.96,151721675.8,187912666,64032369.46,35803173.47
M80T323,80.04944486,322.5815,90329632.74,168888310.6,95547716.9,25726255.31,89919775.5,92164551.79
M80T48,80.04947163,47.5112,27915687.66,28024843.13,27570884.84,27936885.68,28600420.48,25717202.89
M80T292,80.0494577,292.319,75590837.95,84953582.03,159504239,18834421.61,71886527.22,76445086.8
M80T237,80.04947112,237.212,100109651.3,138025269,95041284.81,108967456.8,93222177.07,99903993
M80T213,80.04945987,213.136,284490819.3,420944578.1,160878698.7,265183524,275819684.8,276397229.1
M80T100,80.0575679,100.1556,892028.9866,1264860.128,1634845.757,1296514.375,1000316.209,1709067.585
M80T36,80.11169203,35.7622,2912754.759,2910879.339,2567874.653,2688600.579,2928005.812,2778564.641
M81T33,80.53198154,32.6049,379046.2284,422200.8659,613217.8772,491096.5327,464296.9008,453192.3117
M81T39,80.94783739,39.3256,645617582.7,627510703,669476874.9,676319126.3,679788631.8,486124339.9
M81T62_1,80.94783659,61.82925,46744760.15,48817514.8,44141571.03,45733324.65,47188467.58,42883853.96
M81T645,80.94785393,644.95,3916334.974,4464126.378,4557629.221,3622515.175,4163143.133,3093343.638
M81T74,80.94785244,74.0601,11039609.35,11640447.45,10821910.12,11718570.25,11708938.57,12372717.93
M81T456,80.94782454,455.632,14976736.14,9981986.567,13116405.08,11347885.54,21653825.11,7910008.924
M81T443,80.9478296,442.711,11115027.63,9557482.918,8590968.144,10974327.9,9388867.252,10031307.83
M81T661,80.94786333,660.844,1133621.512,1471109.76,1232035.707,2403288.447,1941975.292,2547422.715
M81T712,80.98865116,712.335,2110093.5,2245523.749,1740787.828,1559985.389,2746032.165,2994162.419
M81T653,80.98867058,652.945,29164773.54,27438107.97,24501256.6,18885737.67,18311212.44,16704240.98
M81T691,80.98866464,690.9885,4509126.581,9979112.684,10385532.2,1894654.816,3158680.586,5159513.942
M81T7,80.99269789,6.80354,0,738032.5893,1850225.321,1673561.851,0,0
M81T708,81.0143201,707.641,12674874.6,15328935.84,13440101.08,19553033.8,12019485.31,19105263.72
M81T686,81.01431935,685.5945,17037099.79,22702686.62,18572410.44,22594436.76,28149728.77,21452056.84
M81T652,81.01432371,652.2695,54397733.04,64671691.77,38755456.29,52458400.7,49455736.96,46531246.36
M81T670,81.01432054,670.214,27991879.14,46891008.86,19217359.15,33872006.05,25492901.82,29671685.98
M81T236,81.01430295,235.7495,16180176.22,15095222.78,16007881.31,15924196.96,15599866.86,16289435.86
M81T202,81.01430375,202.389,11906670.58,19075280.34,37422658.7,13413118.64,20031660.16,19587014.43
M81T307,81.01432125,307.431,11718349.37,9556670.997,9654146.132,12813403.16,9399618.86,9524034.842
M81T91,81.03349869,91.3961,5994446.654,431427.0265,373794.7625,438041.6287,425148.8787,6481094.537
M81T671,81.05284769,670.574,12547875.69,26508511.21,5923103.137,24682804.72,107893896.5,108164412
M81T62_2,81.06985932,62.15975,67528867.38,73737674.24,68652580.93,62888325.41,74656774.16,68354513.65
M81T672,81.06987455,672.1965,64605133.24,4149045.713,44957460.55,28680670.52,166524432.1,165664810.7
M81T105,81.06985891,105.467,157495296.9,66765129.48,157166684.3,286918.7027,27932165.89,140406160.1
M81T564,81.06599596,564.09,827794.0012,1219236.694,784103.3953,617928.3691,927841.0557,860155.5677
M81T29,81.06988847,29.4158,29536874.76,38107035.89,37692047.64,45254739.54,44348888.67,41560063.19
M81T220,81.06985993,219.8525,34303806.26,40273341.19,40168256.27,48944800.55,185615539.8,42864418.79
M81T716,81.06986421,715.683,22170840.28,22959760.13,23612699.02,24914644.26,20134827.68,20347178.97
M81T309,81.06986335,309.089,58932847.19,40226199.1,46875978.11,45521912.02,37347864.91,38036653.32
M81T692,81.06988979,691.6715,36863657.12,95351488.27,43532933.67,82196435.66,46572827.91,45929318.06
M81T621_1,81.17127366,620.8605,430087.7465,507393.8645,574793.6073,556817.9758,406341.4559,538269.2966
M81T566,81.17742232,565.7225,0,341352.6815,208381.6555,228157.8703,295639.1598,160144.3675
M81T621_2,81.28272948,620.836,158068.8621,138637.5071,199385.9898,155471.5334,121920.4296,177808.561
M81T518,81.39518543,518.0325,36288.21133,1525725.892,1698250.341,1423295.917,1487222.586,1537791.587
M82T710_1,81.52057123,709.628,59141406.77,39002129.45,44978412.47,50493551.43,41201911.63,67379812.61
M82T291,81.52055176,290.8915,306170509.2,120714080.7,234052291.1,287102034.9,139579004.5,221687856.4
M82T269,81.52055534,269.214,143843239.8,291412871.4,216140246,210047581.5,240641223.8,230668765.5
M82T690,81.52057776,690.3085,208807685,92615005.47,209973084.4,109325357.1,188434313.7,100611336.2
M82T652_1,81.52056548,651.929,1342046935,1504420219,1511810991,1225320697,1219072297,1328374748
M82T77,81.5205689,76.5853,82990037.87,43466773.01,90833759.7,32030795.95,97071857.76,91137888.6
M82T306,81.52054913,306.103,272228422.5,152034346.2,241286877.6,314297136.8,208932172.7,308893162.2
M82T331,81.52055312,331.236,203191065.1,585962349.1,336268471.4,38977943.84,216365226.8,237667732.5
M82T356,81.5205372,356.295,290753007.3,128265799.1,212867839.9,125539940.8,436801212.9,392716899.9
M82T381,81.52053537,380.7985,110519916.7,86979081.74,114518130.5,297614389.2,80042590.94,93823789.49
M82T425,81.5205487,424.84,23908753.1,20936481.15,27106111.03,24137758.15,62323934.86,22903764.7
M82T168,81.52055537,168.0385,21331377.89,21263366.69,23506957.07,14912434.58,23778477.83,21399568.84
M82T393,81.52053939,393.372,174094257.9,109135262,53903072.22,113156779.5,62446214.99,79992610.05
M82T319,81.52053946,318.9855,188967362.1,158243099.6,207687414.6,177612023.9,189403613.3,156571096
M82T145,81.520556,144.707,13964631.73,14888536.85,18456118.9,13242127.65,14119557.97,16828713.41
M82T227,81.52055169,227.481,518065629,142803766.5,123100933.5,133264611.2,153630605.8,142432571.4
M82T250,81.52055161,250.461,109667523.7,125025824.3,155404575.8,168826764,39692810.03,205630872
M82T216,81.52056614,215.788,236015667.3,119853082.1,145427531.7,478188647.8,237067405.8,366517592.1
M82T201,81.52056571,200.7025,63930989.21,72473314.48,73264214.71,63347215.28,67873302.83,50914854.32
M82T106,81.52056,105.8435,20937984.55,20996570.44,14664419.91,27047061.97,21016034.15,22099093.47
M82T452,81.52055866,452.316,7936311.824,7616237.5,9169807.673,7096930.811,8305266.747,7056384.496
M82T668_1,81.5205878,668.341,680460695.8,649355534.1,650562781.6,788584367.1,398930498.1,657105462.6
M82T124,81.52056811,124.193,49946536.61,15965351.27,15652482.38,15128494.16,3395535.117,14396100.94
M82T595,81.61917028,594.578,0,401863.9733,427547.2138,349930.6724,449745.5875,404176.3989
M82T33,82.01377195,33.2822,9394843.408,9783319.289,9288196.058,9382444.521,8944825.794,8378775.431
M82T710_2,82.02227088,710.29,3750385.908,2542758.662,3876605.783,4326429.561,1903065.096,7142343.832
M82T652_2,82.02224968,651.628,75812522.68,83184517.98,83614923.09,72771509.82,81318365.73,79335456.86
M82T692,82.02228925,691.628,4813315.155,5661137.644,4680474.057,8005504.998,7401119.491,6449851.167
M82T668_2,82.01801518,667.938,32799179.08,43159736.42,16626776.56,5093665.475,6571280.761,42202225.77
M82T288,82.02221861,288.2645,18047352.25,12132991.11,26153130.16,19032622.91,24777522.74,14236426.31
M82T323_1,82.02221356,323.2415,19675612.77,44477988.53,9967464.776,20834819.08,20375746.29,12868543.66
M82T323_2,82.06510255,322.5895,25886738.15,26860860.47,36909480.25,19842244.26,61473680.87,22537670.95
M82T49,82.06512501,48.7614,6144927.01,6636506.084,6057442.938,6142646.837,6406856.362,6005810.081
M82T665,82.06513989,665.465,14953505.59,17123859.44,87548161.88,81647186.24,43125237.38,44837253.85
M82T68,82.06511438,67.5505,27977143.05,28977003.51,28965589.02,7615681.887,27778386.95,28717628.4
M82T30,82.07323649,30.2098,1067172.085,1190541.116,5639908.731,1191646.157,5721719.435,2828348.389
M83T576,82.50866179,576.481,0,687246.6391,1129220.159,1135078.217,910869.7297,800211.896
M83T652,82.51858587,651.799,11483223.03,8663552.592,6232905.048,5355231.163,7775279.54,6435245.061
M83T707,82.53708202,707.151,4569267.223,19852625.18,6410993.883,6331096.161,13270996.75,4388299.872
M83T650,82.53708392,650.259,110621853.6,99340034.37,126755990.5,102645934.3,109590910.8,124742168.5
M83T666,82.53709565,666.236,58298494.23,43227870.57,64770846.01,50399369.49,38896368.24,68963901.54
M83T33_1,82.53708844,33.3076,15858590.52,17718764.21,15929042.61,17201274.57,15688386.23,15570888.62
M83T378,82.5370644,378.151,27298511.76,56917518.39,33244534.55,42886441.13,51404435.76,45088083.48
M83T406,82.53706338,405.991,22819913.66,43186692.64,44331596.82,24693908.39,43679122.41,24414725.47
M83T236,82.53706472,235.596,31761021.5,24077892.79,24533420.97,19415261.76,29149453.34,32262742.61
M83T336,82.5370694,336.472,46036662.55,64871889.06,108189888.4,71922201.93,79830716.44,72395543.53
M83T310,82.53706597,310.074,113909661.8,50538068.49,69844271.42,66805277.51,8507272.545,47195846.34
M83T258,82.5370763,258.324,28341979.69,48012760.24,30322036.65,28951187.01,44688284.81,98652420.81
M83T206,82.53707037,206.016,35507088.56,14149432.82,23016537.32,13448138.31,110386965.7,10707457.19
M83T686,82.53708038,685.5775,19362070.4,16455578.87,13583865.78,16868942.63,17608852.13,22552553.41
M83T293,82.53707214,292.861,72062805.79,45259787.75,56017485.94,98052162.45,74121055.2,72485959.19
M83T577,82.62015844,576.829,0,175036.8585,430450.1306,242797.9997,140029.4161,215216.0444
M83T590,82.73257629,590.332,0,598167.1486,414189.5891,475650.7791,444913.4879,448866.3544
M83T62_1,82.94490246,61.82925,16982978.54,18338261.68,16324410.64,16700116.27,17823786.4,15271432.34
M83T644,82.94492623,644.4695,1212493.197,1633059.533,1676603.91,1063427.309,1564560.252,744233.7832
M83T39,82.94489282,39.32625,231670478.8,221913845.6,241272594,241883324,240780249.4,176805595.1
M83T74,82.94491106,74.1242,3950757.376,4338036.678,4240056.808,4206926.471,3938038.162,3147513.968
M83T570,82.95246076,570.313,0,247212.3927,228160.7763,265786.1858,118772.5755,196661.7616
M83T32_1,82.99764473,32.3503,4106014.138,3585354.144,4253042.168,3752560.569,3279427.909,3998923.647
M83T54,83.0071574,54.054,379434.5193,467271.6859,514149.638,364772.9316,3085298.277,440658.8518
M83T659,83.01281456,658.888,16969814.82,1891394.756,16024620.5,2575134.914,4164898.583,15523147.25
M83T42,83.02158572,42.4176,30388147.52,28613643.72,31449768.91,30507103.67,29024044.2,31206064.23
M83T32_2,83.01456204,32.10975,738361.2466,869946.2048,841596.1783,698014.2604,826900.1911,827422.2688
M83T56,83.02157553,56.1499,5321691.16,5273131.451,4989855.297,4642238.315,5283395.724,5101692.728
M83T72,83.02536108,72.2866,773539.032,2437083.699,393597.9344,1874355.553,720757.5485,980281.9374
M83T656,83.0374683,655.592,15478918.84,15003015.31,3427149.859,13740231.18,10910250.79,16271896.12
M83T33_2,83.03745624,33.11875,1145621.511,1597790.67,1404665.635,2287780.539,1515390.59,1877871.397
M83T30,83.049167,30.0789,6443525.844,884303.5986,1876502.135,1020986.591,6361153.442,2182915.63
M83T647,83.06037923,647.0205,36840235.22,34293999.89,36191202.88,35636512.78,35937939,38899719.31
M83T44,83.06036305,44.48375,2006336.227,1431368.33,1870588.433,2354070.723,1519136.671,2174073.574
M83T662,83.08553057,662.112,31557591.52,42548892.18,52050292.66,40074187.02,50378137.39,41608932.57
M83T101,83.08551404,101.4795,49182370.51,35574643.5,52859657.95,50332180.46,44492518.1,58658079.4
M83T323,83.08550307,323.245,47530313.48,27528695.45,25043743.76,29902803.43,30285357.05,30208468.98
M83T62_2,83.08551918,62.1247,23399096.78,27022123.79,24059107.64,23858145.13,25229493.69,22948834.49
M83T307,83.08551291,306.773,25305393.58,28585705.65,28543064.06,28018211.51,33444577.52,26629309.45
M83T432,83.08552588,431.779,14120158.17,26080774.29,13388927.18,19003838.75,20810460.48,20448038.49
M83T227,83.08551068,227.052,26038033.91,87969269.37,87442732.55,86659167.11,118793292.2,86268288.73
M83T287,83.08549643,286.958,28721107.47,25030622.21,26292311.31,24650574.88,42132459.89,24625835.7
M83T342,83.08550488,342.45,34236361.23,29504613.28,5762019.038,27206327.27,31116795.2,27238645.9
M84T652,83.51699102,651.8255,30239650.23,29888307.01,31324306.01,25302471.36,36717908.84,28011153.17
M84T668,83.51700166,668.341,13522941.68,9411977.018,9451217.299,9488472.985,9398342.316,8206612.5
M84T650,83.5358637,650.3625,14850760.34,23365760.58,13890149.38,16689974.75,15451043.67,12653140.82
M84T33,83.5358639,32.60875,1254263.765,2383066.231,2313066.731,1648268.551,2029726.981,1602136.15
M84T610,83.83796267,609.815,222477.2826,170154.6408,166859.2482,230378.1002,78406.37544,121077.3567
M84T32_1,83.9986004,31.93095,1627752.606,490405.5852,473154.3809,365369.6539,1318901.633,417108.3183
M84T32_2,84.01134173,32.19825,869747.7781,921337.8516,1038442.613,743312.3661,776339.8248,930537.9852
M84T248,84.04437923,247.7775,6703136.13,7484956.974,7862648.914,6947338.798,8003618.431,7644997.84
M84T47,84.04439091,46.689,19420502.93,19376988.56,20201994.74,20254604.27,21360874.13,19091663.44
M84T670,84.04438915,669.661,29911232.09,5029959.532,33678560.35,28089757.39,36537167.13,35968485.62
M84T622,84.06190869,622.1835,1070563.056,1312751.116,1571888.976,175198.6099,1114827.165,2371841.772
M84T647,84.06367946,647.005,1124958.66,694325.9118,734340.7812,751007.9938,919804.8274,1064633.322
M84T661,84.08199645,660.687,75949893.89,1335615.952,505259.86,82290966.7,1752247.52,1385071.981
M84T621,84.17343336,620.66,479728.0946,632274.6236,547484.0382,683018.1112,412573.7144,967362.8153
M84T527_1,84.28586618,527.483,26648.35736,42341671.94,57650434,96555566.6,36951047.56,39865313.41
M84T564_1,84.28589256,563.742,60388.42545,3669262.78,7249984.02,3887724.707,2695960.064,3309958.519
M84T542,84.28586361,542.1335,63461.16083,37341768.95,25897012.23,33135135.5,26103023.07,46319863.93
M84T527_2,84.39735943,526.697,0,17219652.97,12482884.8,41650667.11,15779065.26,3971052.786
M84T564_2,84.39738808,564.066,0,1609095.789,1438268.872,1667003.766,953321.7919,2919326.902
