name,mz,rt,plasma_01,plasma_02,plasma_03,plasma_04,plasma_05,plasma_06
M70T565,70.31287205,565.096,439087.4344,584972.0956,440752.0332,749788.6121,619800.6498,516528.3102
M70T647,70.33789703,646.78,578120.8871,451347.0027,394429.6659,406924.1226,441148.5119,385469.9867
M70T36,70.33786005,35.79255,6376781.599,7170469.221,6876499.761,6836985.79,6654760.526,6713459.925
M70T35,70.44930322,35.4242,907255.782,893934.5263,936816.1276,1036144.32,776512.5304,1007978.396
M71T49,71.01384236,49.2992,11655353.17,11620885.44,10629890.41,10456122.06,10676976.38,9811507.871
M71T127,71.05022162,127.178,9418222.296,9052589.558,9053231.739,4480066.491,4895133.043,4567263.183
M71T172,71.05022784,172.157,1902364.864,1835484.431,2067563.708,1784605.451,1884987.25,1966824.101
M72T99,72.00906605,98.55815,6749608.855,6195518.62,6148725.548,6051026.163,6609055.613,6267813.432
M72T659,72.00911613,658.682,684373.4081,1050449.472,819924.3855,807905.6681,719500.4966,350647.003
M73T205,72.80351539,205.0705,521880.1459,457291.909,455139.3088,471437.7623,355204.3784,534175.5498
M73T89,73.01172802,89.2358,870374.6315,869980.319,932018.096,725586.8261,5972077.387,810701.5787
M73T71,73.02949803,70.50545,23459504.35,23053503.24,22781041.26,52984854.08,21540046.52,22675526.81
M73T352,73.02948904,352.1155,20074737.52,19546175.88,19809937.99,19462812.99,18956850.54,18555958.04
M73T90,73.0294982,89.8978,14169254.31,12734139.56,13324676.72,12563126.55,12206454.04,13806157.59
M73T327,73.02948672,327.314,8195270.092,5639229.502,6596475.484,8008282.991,6425335.179,5182606.692
M74T205,74.02484395,205.245,1978681.37,1724983.424,1623108.353,2760565.147,1645102.99,1972854.608
M74T42,74.02473155,41.76095,5749130.857,4649531.331,5038550.298,4727608.383,4783245.181,4322950.498
M74T352,74.03285743,352.108,488332.749,472718.6106,511085.8931,548360.1602,430132.9464,379781.2097
M74T71,74.03286518,70.52475,509069.5424,406150.1964,464946.1901,521001.2091,686556.6039,559864.2445
M74T582,74.28895832,581.615,483889.4675,481551.9981,453015.603,321478.9056,457408.99,538413.6741
M75T71,74.96189695,70.5256,2147742.002,2322936.48,335821.8363,472929.1108,216565.4973,275476.7816
M75T453,74.99075175,452.6885,1582427.146,1616287.199,2474866.702,3844777.781,5103193.535,5914309.121
M75T405,74.98978239,405.034,797843.6128,863609.608,1056055.996,245441.2946,338220.6106,401531.9265
M75T35,75.0032083,34.5496,594847.2029,728734.0995,742304.2019,388585.3121,552271.1111,294674.2943
M76T541,75.80898915,541.09,418774.9953,662960.6698,485365.4769,583362.4465,611138.5086,523189.3872
M76T560,76.39451616,560.1325,0,268413.7647,182946.1714,286647.1558,308712.6045,403717.8178
M77T42,76.95424726,41.9892,5505882.461,12623872.95,6512185.411,5916017.311,12634259.77,12570515.53
M77T651,77.44373943,651.388,1367188.657,1339216.72,1470926.09,1389783.38,1284004.207,1353052.136
M78T592,77.79293561,591.906,2461511.975,1802728.984,1672358.268,2134218.233,1774354.696,1523284.527
M79T47,78.91888284,46.6287,33008163.9,32343329.5,15847062.97,25507202.32,32323190.46,32119294.77
M79T676,78.95907209,675.891,15510908.91,23338864.61,15422571.12,5148607.842,5631060.883,34371076.62
M79T28,78.95905775,28.0115,13891141.06,9571283.916,5296175.135,14142431.14,4330953.266,8918619.056
M79T657,78.95907062,657.335,3372614.615,2455209.378,2741178.855,2380485.059,1818446.1,2365318.53
M79T69,78.95907913,68.5149,20601581.23,21181094.19,16586677.06,14885051.64,264127.2876,85950670.38
M79T647,79.44944417,646.78,307764.8081,290667.9583,267234.3574,279377.8164,312064.366,233891.7778
M79T35,79.44940219,35.4242,5000548.236,5701503.969,5674283.569,5389400.723,5419775.861,5287956.603
M80T35,79.56084277,35.4242,846991.3826,859304.9777,973279.0631,1020059.802,1018030.379,988002.1228
M80T324,79.95721765,323.661,60670933.48,57336871.54,59086042.88,61916776.86,59700021.39,59570700.36
M80T265,79.9572519,264.987,9686558.313,9658200.423,11082359.17,9343044.114,11099519.18,10339071.44
M80T642,79.95747404,641.7995,4121263.036,10855912.18,7418500.887,13283647.85,11494217.59,6782910.127
M80T389,79.9560288,388.511,711073.9173,809449.24,671034.586,615992.6166,1917017.461,659236.6464
M80T287,79.95741452,286.559,6962970.597,7027778.178,6877397.265,7395657.258,7759472.924,8801138.361
M80T584,79.95748192,583.8485,4320207.76,3552457.323,3822835.381,3542728.345,9277208.594,3612651.001
M80T93,79.95734472,93.0775,1054005.955,912096.0916,1061438.577,813891.0393,1045786.284,2354322.897
M81T47,80.91682354,46.67035,20273240.86,17777244.49,32271893.34,36602910.16,20201979.46,32648884.18
M81T62,80.91680438,62.2585,6361675.772,7210304.135,6311137.352,7607276.966,6472099.746,6297746.965
M81T324,80.96516377,323.661,11556094.82,9843465.199,11554634.88,11240043.81,11425915.22,10858062.95
M81T287,80.96515655,286.8605,2062273.267,2126253.268,2634736.055,2623003.38,2323234.243,2163126.998
M81T641,80.96518055,640.8385,599022.5579,1181876.537,972760.9344,1110867.435,1338475.554,999835.6599
M81T603,81.29688145,603.267,2813282.248,1970383.424,1081215.324,2297411.394,2444713.164,1265417.546
M82T535,81.8089832,534.996,331651.2797,235808.7565,183148.5524,200980.2446,148815.1516,206772.6836
M82T560,81.94925212,560.2395,0,164394.3275,126137.4295,177865.109,113447.202,227990.3736
M82T324,81.95309412,323.659,2425584.103,1188897.946,2297334.098,2507668.818,2628515.871,2470925.06
M82T647,82.00360539,646.751,227677.8955,196552.3263,90903.46399,238340.2536,271110.1316,192792.8151
M82T79,82.02980486,79.45525,295561.4681,281098.3535,291560.4784,240720.829,367241.9751,327240.7515
M83T641,82.95417999,640.853,256299528.9,373554.8369,233782261.1,546362.1285,479248.5777,227574219.5
M83T394,83.02508016,393.733,141683068.7,89227967.59,94048614.52,120538713.3,99540584.55,87079141.06
M83T413,83.02507286,412.983,132942260.4,134934412.1,26203247.99,118588531.1,147635211.1,163869877.3
M83T642,83.0250339,642.458,252058134.2,258451167.3,456514767.3,280279942.5,269798861.4,458152602.2
M83T594,83.02504513,594.2725,140013085.7,299971334.4,87027625.66,112407741.6,129146683.2,96156419.16
M83T344,83.02507944,344.105,252135600.8,125692730.8,73024700.3,41598444.31,52038836.01,359544665.8
M83T295,83.02508807,295.147,43101204.05,42320565.21,31831205.61,40114164.28,36592508.99,33804849.21
M83T575,83.02502324,575.143,171288790.9,204770721.3,212826121.3,195558258.1,289018594.5,75200114.58
M83T471,83.02505419,470.8925,643291196.4,505337995.3,174166704.2,170458288.8,210705416.3,356105593.7
M83T536,83.02504351,536.442,263891094.4,381990156.7,216876243.4,162796278.1,180126264.5,338881140.3
M83T436,83.0250601,436.4745,303914122,245796900.1,162541148.6,991640.6565,33490947.52,114391777.7
M83T558,83.02502291,558.2625,442899626.8,145228607.8,230229680.4,537947716.7,311081614.6,159022261.1
M83T317,83.02508795,317.0645,43051878.7,44811750.89,39411415.99,34083782.51,42087529.77,36729946.69
M83T451,83.02505938,450.667,283077844.6,292778912.6,294863139.5,235626910,291410135.8,476748144.3
M83T514,83.02502341,514.394,461833167.7,507383551.8,368387891,629499432.1,414104860.1,262023634.6
M83T376,83.02509663,375.859,87634873.85,83356076.2,80632128.25,83210157.94,89888583.25,82474414.9
M83T364,83.02509072,364.032,91512573.96,60004324.78,103073195.2,99923170.2,49023210.55,87740711.75
M83T618,83.02502908,618.1735,207111011.1,123098498,163176003.5,84450437.28,131646042.2,189278438.6
M83T658,83.02509832,657.938,152504072.3,160529039.2,152523545.2,160374360,160366926.3,158803794.9
M84T642,84.02842294,642.458,16237189.01,8618507.886,15310706.27,9286040.094,8906686.329,15680793.51
M84T558,84.0284002,558.044,14377387.34,5723744.939,7357073.415,21197501.15,11069048.17,5323086.615
M84T576,84.02839887,575.845,5942285.606,6817582.071,4756983.767,3001877.554,9597627.42,4397544.957
M84T597,84.0283961,596.536,4373589.937,5706724.109,4048346.913,6066505.34,4097655.945,3145704.818
M84T658,84.02844906,657.938,4806899.813,5341135.684,4836600.343,5098079.448,4923371.552,5298786.346
M84T522,84.02839847,522.423,5314767.405,5196467.349,5622219.533,5944552.777,5418271.078,12852193.11
M85T616,84.80083847,615.6455,2540834.204,939821.9454,2096370.885,2068024.82,1083397.305,2123439.747
M85T527_1,84.80908488,527.1025,7592637.566,7833721.717,7237897.231,7776937.145,6635425.252,9490378.31
M85T41,85.029497,40.6432,5310121.74,4178856.233,4640801.25,4503435.859,6255786.131,4295252.632
M85T71,85.02948711,70.52475,2962227.27,3432104.235,2980114.276,3638650.707,3109920.116,2802595.339
M85T316,85.02949533,316.36,2306075.614,2203958.402,2234838.81,2237840.707,3131935.72,2068580.3
M85T242_1,85.02948895,242.496,2928290.624,2914956.173,3116354.879,2955727.448,3864316.28,2968230.334
M85T647,85.02946702,646.811,2672823.714,1913291.028,2612623.193,2611464.5,8339125.729,2292436.203
M85T334,85.02946591,333.5885,2443132.565,1882252.146,1888512.883,2000317.74,1919475.042,2103853.856
M85T527_2,85.05989459,527.1,1310997.424,1643807.063,1567810.694,1333047.331,1403414.323,2137631.509
M85T242_2,85.06588027,242.491,7089732.795,13249546.93,7690340.488,7326585.245,7203391.586,7486843.456
M85T639,85.17176308,639.117,243684.475,200530.8853,161699.1194,158742.6238,146361.8898,352014.5729
M86T644,85.99959826,644.1065,4848612.42,6223130.545,6123839.259,6560644.569,5828340.489,6263242.674
M86T378,86.18737966,378.499,236423.9843,210558.1133,131890.8181,178948.7084,213945.7596,150329.8014
M87T48,87.00877021,47.92875,44250739.13,30668022.29,44403853.52,32364170.04,30790717.49,45038612.51
M87T63,87.00873966,63.4055,20281897.42,20975456.77,21339781.4,21441252.96,20735157.48,20891694.08
M87T710_1,87.00875842,710.181,2914881.549,1788272.394,2754241.837,2880675.96,2534177.609,2934836.408
M87T663,87.00877297,663.319,14542507.04,6835305.281,10155422.95,10568961.62,2405734.825,11063787.67
M87T691,87.00876743,691.178,366582.4883,2957603.904,419932.3755,88776.56957,572405.2287,408999.8762
M87T658,87.04515793,658.095,3804113.809,6286748.188,3585996.587,17662324.25,19858272.68,21054407.05
M87T710_2,87.04514632,709.507,3202785.128,2020307.736,2724132.622,3911909.128,3637808.05,2796874.836
M87T131,87.04512083,130.525,4313276.28,4223841.823,4461806.52,4620535.38,4764925.578,5186611.691
M87T683,87.04515759,683.027,3583995.647,2160361.153,3250805.326,2962997.338,3291024.281,3268157.999
M88T645,88.00395908,644.771,360186.52,413628.6812,355584.9717,503523.3171,525360.425,607344.2885
M88T43,88.01212747,43.39625,4623191.935,835288.2599,5028811.308,840958.905,708997.419,1079316.523
M88T41,88.04040243,41.34725,7972693.517,8301293.172,7785189.152,8233397.61,7782916.122,7939516.537
M88T75,88.04040256,74.5304,8220495.399,2978528.219,2534839.406,2477129.791,2857569.906,2822501.137
M89T35,88.5609499,35.4242,2165391.388,2505599.197,2454163.317,2483952.983,2286478.686,2456018.844
M89T59,88.98799521,58.8201,647691.6626,702199.0688,724582.1814,839796.4383,905717.3122,907808.908
M89T51_1,89.00432974,51.2621,1490372.037,2434981.458,2703453340,1957819.553,940414.9429,1033733.031
M89T63,89.02428138,62.74365,609888435,592515378,599103486.3,574753546.8,547561980.9,590366662.9
M89T99,89.02440086,99.21,243628957.6,47621974.15,242824496.7,260266167.9,782223231.3,244757145.6
M89T48,89.0243067,47.64415,4204411867,4108778856,4112812916,4298025348,4084907770,4055141796
M89T51_2,89.04569397,51.2621,2829280.895,2998381.451,2970942218,652861.6756,846892.0856,1723826.155
M90T641,90.00974536,641.4945,806088.2839,443378.3089,671610.6195,410056.2865,382307.3954,848259.8519
M90T48,90.02771227,47.9374,151004156.8,144048403,142904379.9,154962449.7,148063776.3,145401112.2
M90T63,90.02769598,62.58025,20864814.69,19795731.8,19857947.02,20533139.86,18880031.2,20076703.34
M91T640,90.72654651,640.163,595909.7046,358813.8455,457571.1768,441877.7207,313995.9823,429177.1004
M91T524,90.73151243,523.736,0,1618674.441,1890622.502,3102266.166,1711819.339,3713388.957
M91T532,90.84294374,531.843,21601.10859,1422762.815,1596243.317,1441513.752,871921.7586,541966.5447
M91T405,91.0222816,405.035,335692.1544,416937.5271,397891.7392,432791.6003,557773.678,715659.6685
M91T453,91.02204206,452.6885,8610787.843,8451678.834,12767358.28,19207407.84,27433308.74,31607920.73
M91T535,91.02204669,535.086,273202.8649,257935.4077,847620.2912,1421690.086,1629951.409,2577323.803
M91T48,91.02863401,47.96195,29386329.6,28702639.3,28485167.62,30454147.7,29337177.44,27648959.4
M91T63,91.02861508,62.8995,4216756.009,4525583.67,4057711.727,4115736.265,3596408.815,3813404.405
M91T314,91.0553088,313.7475,3455284.753,3343609.985,3398140.494,3432335.039,3441307.588,3160637.987
M91T99,91.05528681,98.8895,712018.1522,650437.417,752617.0555,862274.7318,757572.7419,839036.8318
M92T436,91.79058432,435.805,3637162.521,4046483.151,4264234.873,3762711.164,3819764.43,3180471.946
M92T453,92.02161847,452.688,360786.071,405448.787,557599.4328,928943.3052,1284579.323,1454497.467
M92T71,92.02532197,71.1868,228202.0692,225673.0687,65888.19784,136952.0817,99994.54552,181565.4761
M92T287,92.05054592,286.502,1158640.084,1207811.693,1463129.365,1117345.717,1234164.252,1227370.818
M92T157,92.05055263,156.9615,2998351.762,3577270.434,4631719.57,1844562.381,3406829.911,4073432.748
M92T123,92.05055241,122.8255,2121952.48,2886599.09,2075003.147,3757519.307,2926521.119,3475433.792
M92T314,92.05868433,314.393,193961.402,219943.8359,150435.228,224948.2033,154460.0457,149543.6325
M92T467,92.29447284,467.2695,900017.1564,858854.9715,932337.233,973243.6215,907894.185,1035298.116
M93T61,92.92796108,61.2633,162679067,177989881.8,173789710.3,169541594.8,189544230.1,155962619.7
M93T75,92.92801023,75.1977,41240285.67,42794840.33,53797985.61,23434834.29,43372827.65,44442520.9
M93T661,92.92803147,661.2805,10341407.35,12975386.76,10797732.84,11018329.79,11119603.22,10768209.49
M93T39,92.92792851,39.3642,1384777293,1423053356,1017725692,1046071118,1385056342,1373006683
M93T644,92.92801365,644.114,5192980.078,4945955.85,4380716.263,5330335.245,4687672.417,4677965.477
M93T479,92.92800101,478.531,3681623.736,3508407.076,3290580.794,5804608.465,3004290.507,6472086.09
M93T443,92.92800041,443.399,7614655.526,6913762.348,6379064.973,7576041.028,6627861.353,7257482.933
M93T453,93.00130239,452.6885,1505611.836,1505943.888,2211570.623,3559081.418,5165087.807,5560166.272
M93T643,93.00941031,643.123,787790.1918,1129931.304,843087.7742,1011613.296,942262.3427,1428935.025
M93T452,93.01891403,452.365,1387462.384,1451063.388,434685.354,495599.2984,764152.921,1190708.29
M93T279,93.03454267,278.586,7361564.374,8003767.488,7722527.154,8085517.399,7501170.815,7782150.949
M93T265,93.03448629,264.988,43178928.83,43350853.49,43567268.35,44387150.11,43473791.6,44131472.4
M93T301,93.03452525,301.463,171214499.9,190217199,174388622.3,177744180.2,187132485,176798766.1
M93T67,93.03456839,66.75605,1022527.458,576170.3882,686869.012,611113.4808,1032027.368,1005015.782
M93T427,93.07093597,426.8865,625262.4687,425225.1455,609495.044,447970.6625,466504.252,475332.7914
M93T623,93.39322584,623.4025,282147.6507,114797.379,201343.0604,185515.7668,191653.4221,173439.9084
M93T640,93.39816943,639.8105,701197.3119,354614.1331,665494.8012,564392.9449,589971.537,693436.1761
M94T651,93.74890361,651.384,472510.4223,486733.9187,515718.1295,475962.6127,288331.4581,411913.6978
M94T581,93.84115612,580.513,0,362413.7394,327857.1085,364700.8617,327294.7606,307202.2589
M94T643,94.00466998,643.123,3187695.406,3860857.98,3554124.484,2791138.212,2718379.084,3505546.068
M94T118,94.0297917,118.278,2015326.773,3075477.308,1746802.767,1745792.352,1903722.933,2156520.43
M94T301,94.03790507,301.136,10480006.9,11847556.03,11232405.33,11205960,12269261.83,10911059.53
M94T265,94.03785581,264.602,2657804.619,2536174.563,2596605.306,3061210.087,2714363.321,195920.4258
M95T61,94.92502646,61.2633,111814777.1,132996730,118342806.7,117438793.5,126367367.9,107964400.4
M95T75,94.92507173,74.74425,27364382.31,28096424.74,35929675.88,15839422.3,28611008.24,29477341.86
M95T39,94.92499251,39.3642,701924852.1,959992142,682523866.7,720301651.1,949242854.1,682647988.3
M95T661,94.92509155,661.2805,6860484.036,8398199.17,12249023.34,7262228.723,7354846.585,8488172.52
M95T644,94.92508022,644.114,3203488.716,3091765.373,3088148.126,3494956.195,3269033.087,3196530.479
M95T93,94.92506781,92.82265,6966868.384,8858617.926,9997953.855,16211837.23,10276603.4,7198368.617
M95T443,94.92506094,443.408,5142084.119,4603666.888,4490702.111,4984999.284,4630930.942,5120815.612
M95T640,94.98083405,640.117,13300079.45,7614742.652,11176682.68,13335131.71,11762463.7,11718334.13
M95T326,94.98057729,326.279,5763101.966,4326467.176,4716981.204,4334649.376,3774040.186,4780758.587
M95T583,94.98083605,583.376,6448678.594,5511852.696,6879758.261,5586194.574,4507324.802,12021534.16
M95T386,94.99500682,385.826,1985933.887,2534930.115,1841415.487,2563684.175,2583618.949,2319273.993
M95T564,94.98084447,564.4525,8278505.034,6823349.442,6698311.142,16499371.4,9087129.529,7602906.251
M95T549,94.98084421,549.493,3628497.012,121632.338,5231321.379,5705284.915,1885806.513,3630730.071
M95T40,95.01384098,40.43785,1550512.416,1019526.841,987448.4578,1450893.427,1588432.177,1053499.165
M95T29,95.0250947,28.6642,2074243.666,3766057.464,3416973.028,1494524.776,3574092.027,1217766.83
M96T375,95.78931372,375.236,210686.0524,254566.7212,233186.0371,181175.0328,227248.1332,254279.9511
M96T643,95.95236694,642.79,1151233.355,3898726.448,2034178.233,2198969.353,2004176.366,3186241.517
M96T661,95.9760947,660.615,441359.3795,518612.428,284482.7691,813002.5705,487881.4331,358455.5906
M96T46,96.0203117,46.45365,9717886.273,10236230.66,9891491.911,10670565.07,9700944.4,8588750.737
M96T66,96.02032023,65.90065,19600745.45,17749530.82,19208944.72,23725166.4,24061838.16,19306639.01
M97T61_1,96.92208533,61.2425,19213957.96,20576889.04,20545329.1,19694936.29,19462966.11,18246465.63
M97T75,96.92212497,74.87895,4476457.298,4988594.435,4669733.731,787310.3038,4885300.111,4978666.611
M97T661,96.92213013,660.9865,1132308.694,1065558.703,1156635.636,1039694.644,749918.0846,1196923.916
M97T39,96.92208375,39.3642,120604732,167081955.5,115788206.1,121232536.3,166283811.1,117546120.4
M97T644,96.92211303,644.106,439305.152,410799.9406,365246.0407,474736.2583,321261.4821,460316.8595
M97T37,96.96005215,36.7587,114577058.8,106104302.4,87966755.55,87483173.62,114484074.3,119551499.3
M97T92,96.9599909,91.95635,578039631.2,442399968,508992189.1,482607491.8,498832569.2,400604618.8
M97T642,96.95825571,642.126,1884521.029,902395.0568,66109976.56,1573016.768,74203382.58,2065180.554
M97T61_2,96.95905407,61.15765,1006039.886,100214144.8,579555.4234,94196054.76,42085808.27,38270118.7
M97T679,96.96957523,679.32,13020058.66,28654846.69,66007892.44,66113263.91,52100749.88,18751818.58
M97T659,96.9695768,658.682,3290482.492,7958104.406,32562464.65,34082125.32,29741619.05,3481458.877
M97T71,96.97165811,70.5544,47146599.05,52120651.03,335671.4976,46365690.56,203945.5795,52611630.05
M97T497,96.97625266,496.8195,22499420.06,7159652.415,22073287.9,4304922.346,6037524.816,5005060.615
M97T47,97.00432288,46.67035,3549664.138,2546470.882,3377070.925,3412070.736,3387734.981,3513193.954
M97T66,97.00431945,65.90065,7582321.369,6942125.006,10128911.07,7083593.39,7426118.296,7851418.751
M97T93_1,97.0294679,92.8221,621642.071,246474940.3,527756.8221,576800.2692,1867564.584,287854853.9
M97T93_2,97.06585386,92.6616,91900.14825,362483.906,205351.2798,128783.0719,183066.9523,188266.5102
M98T35,97.67248539,35.4242,1421710.482,1581633.565,1753632.441,1612420.977,1200506.692,1507823.3
M98T93,97.95943412,92.5386,2399061.757,3844664.531,3029313.084,3014466.787,3142002.194,4255545.618
M98T657,98.02470336,656.666,2332163.711,8050280.006,10955049.1,11532994.02,8442294.675,5537800.048
M98T639,98.39534431,638.776,1513256.63,942210.5263,113687.5117,746201.2729,1282656.397,1337530.304
M99T639,98.50679735,638.776,352512.1056,196943.6885,25128.21229,189964.2517,180141.701,348099.3947
M99T645,98.9391645,645.097,8297903.081,17229202.03,15279964.2,9343039.973,15413030.25,10879257.08
M99T87,98.95590559,86.8113,14294153.58,19423726.42,354442.1168,13843341.26,366662.5563,15853539.45
M99T56,98.95586073,55.8328,4247924.534,7863561.832,6761072.413,10858739.26,6719000.562,6811840.949
M99T644_1,98.95586775,643.51,3757978.963,3092645.234,3058219.971,3469666.453,2385114.35,4295515.758
M99T498,98.9718926,497.845,9854269.43,7661844.264,7359562.732,4297161.904,9730164,5836272.366
M99T644_2,98.9719227,644.1065,686438.8745,734013.1168,791981.7565,775584.9839,746625.3597,576037.8688
M99T479,98.97190116,479.1855,26145720.52,11482936.91,9688325.212,12384850.05,11752654.98,9338223.233
M99T657,98.9843902,656.663,1732450.183,1757422.254,646547.521,2735678.299,3092779.867,1343698.881
M99T647,99.00638032,647.4,375057.8434,1068335.489,226002.8651,348027.9901,376053.4257,544227.9071
M99T314,99.00641702,313.7475,378234.1449,782154.1498,532258.5897,2093604.947,483599.0201,2246579.126
M99T65,99.0087277,65.0641,1956593.932,3189550.493,1616546.699,1068782.453,1448255.845,848178.2227
M99T240,99.00877687,240.1975,2656651.335,2882066.973,1551239.803,3531720.593,1614867.937,1550053.283
M99T90,99.04511822,89.8978,780946.3939,13364200.14,865207.5386,13960662.99,13988187.95,641397.9673
M99T316,99.0451326,316.376,2671579.068,3156150.387,3037417.641,3100740.172,5068785.009,3013153.554
M99T459,99.30229066,459.31,343857.4592,299329.0307,246384.9996,316067.4912,264821.544,253207.0193
M100T645,99.92575693,644.792,12870690.74,28510151.71,12394371.23,13461627.47,13699307.77,14971147.68
M100T584,99.92574791,583.8995,6025435.615,8819589.765,6183801.641,6676997.515,4557359.005,5007379.169
M100T551,99.92575288,551.0395,18037056.64,5508239.27,6642604.048,7639070.843,8998214.059,14131213.74
M100T602,99.92575186,601.802,8941729.586,14672312.27,7647732.664,8595840.668,6209539.859,11728125.13
M100T618,99.92576372,618.327,13710063.52,6074753.077,7701049.014,3747246.089,6973938.951,5325666.599
M100T65,99.95712541,65.3215,1271532.965,277736.1906,493802.4063,294674.1397,570881.4498,895647.3562
M100T56,100.0403718,56.48675,250773.3087,228758.8276,199406.5812,245057.6159,173352.0123,207066.6534
M101T548,100.9335844,547.5295,233506652.5,79169133.95,34880993.99,102717246.8,75900953.51,54149533.98
M101T571,100.9335682,571.237,155583295.6,79866898.19,66564466.89,72968344.02,127890324.8,69206016
M101T521,100.9335766,521.0705,126405891.1,70001400.49,41432365.16,66942810.04,137919688.9,116700759.1
M101T394,100.9335956,393.763,101027502.3,70993325.43,82661474.08,98683879.72,63502593.27,51342341.12
M101T645,100.9335782,645.421,171095497.4,215093568.3,172387898.8,171872958.2,318736046.2,221222415.6
M101T592,100.9335717,592.009,83528807.97,305365858.5,51214806.82,130855754.3,73532643.54,50186518.54
M101T306,100.9335967,306.12,30897862.11,41767142.12,27473982.4,29170530.84,19195896.82,28941135.83
M101T242_1,100.9335961,241.8355,15375747.36,18437881.87,13100978.85,14263468,12270065.03,10529146.99
M101T469,100.9335784,469.23,169596216.4,156606807.9,92606401.85,775386195.6,222691987.5,138059045
M101T341,100.9335841,340.857,36048739.77,298381299.3,217288228.6,79346406.28,44692659.19,42675053.51
M101T295,100.9335979,294.8185,35885674.78,20259533.84,23948742.19,15027684.47,27958831.65,25491097.97
M101T624,100.9335682,624,77960742.21,132011378,148310693.6,88774055,87984952.16,67214018.21
M101T496,100.9335819,496.132,99567464.33,85209440.32,180741046.4,54635188.62,111981258.9,91731584.38
M101T375,100.9336136,375.202,103146226.6,65561152.03,50133715.94,45719012.71,58563801.73,53016139.42
M101T414,100.9335913,413.673,123837510.9,82325068.58,114365348.7,108776519.1,43756079.45,210345231.8
M101T319,100.933603,319.3555,48023685.19,38808255.61,35858726.5,47558122.4,33484665.77,31566046.34
M101T450,100.9335689,449.7035,115223049.8,135347001.2,138024069.6,132803998.1,148380619,179658935.9
M101T280,100.9336003,280.2095,17987406.17,28597513.32,49032825.02,37887215.54,25621816.97,21774617.69
M101T433,100.9335935,432.516,79426127.36,200592524.2,63055692.89,107104185,110546237.3,98459365.6
M101T359,100.9336097,358.747,59977020.36,59903831.91,54259674.2,76418577.94,41458463.53,49695961.21
M101T267,100.9335667,267.386,17060669.01,15373971.82,15004227.12,14229242.73,18946363.41,18689116.73
M101T39,100.9986899,39.3642,2536050.915,2286455.531,2796372.757,2562846.849,2413905.528,2251267.756
M101T647,101.0019825,646.7625,447306.948,319289.2735,280383.3801,446250.4963,429955.0096,421163.7802
M101T70,101.0244188,69.883,20996897.21,22438385.69,19708651.02,20455931.92,25709573.48,21526869.24
M101T47,101.0244157,47.2753,12453941.1,26507466.19,28585539.45,28526216.27,8120495.519,30292124.04
M101T242_2,101.0607841,242.337,28504906.86,47871312.85,29189638.84,28888403.21,29652179.96,59859962.97
M101T659,101.0608051,659.254,71024324.74,57791592.33,13735666.6,66950106.54,61978608.69,17938312.58
M101T304,101.0607893,304.4235,12730894.89,13868123.27,13362230.95,14173747.88,13171176.42,13978858.7
M101T711,101.0607942,710.85,11566251.43,7145170.578,9930749.402,7425648.111,13500100.24,14277390.58
M101T329,101.0607729,328.9395,12000755.6,12963250.83,15468894.19,10227414.77,11638724.62,12667226.38
M102T645,101.9337596,645.097,20001160.14,24911632.99,22009608.34,20598234.37,21641772.37,25087399.13
M102T71,102.0277809,70.7004,525902.4523,498901.4366,702694.5789,562467.4232,601235.0891,517967.0655
M102T59,102.0560267,58.75975,1270384.798,1258073.818,1038080.155,999599.5996,1261804.827,970132.689
M102T41,102.0560377,41.33515,1608665.158,833984.8941,1087835.678,1090738.66,2133411.323,1251705.265
M102T243,102.0641172,242.5145,1576286.525,1723542.24,1550592.256,1878594.734,2337505.537,1901932.874
M103T645,102.9320061,645.093,8829170.82,8662329.961,4667523.712,5380252.815,4350890.253,6110605.15
M103T675,102.9757254,674.502,1814326.979,3305591.217,4621597.792,7375529.608,1474600.434,4909004.667
M103T708,102.9756636,708.236,860820.6138,1219409.332,3157617.008,3335791.634,1353151.612,3290130.438
M103T641,103.0036762,641.441,916375.0613,784124.0191,920306.0082,1270885.005,1068869.857,1030639.229
M103T70_1,103.0155774,69.8726,280666.5802,485481662.2,494714143.8,498334473.2,179258.7714,200554.5119
M103T88,103.039996,88.4868,158416705.2,78518795.75,85140646.3,151724598.3,82071721.7,77402784.55
M103T70_2,103.0399634,69.8642,820905530,810185502.1,804688681.6,845966022.5,809955812.4,807521412.1
M103T99,103.0552495,99.2119,1008343.908,860474.3677,1027586.408,962469.3414,1092583.919,892532.0057
M103T71,103.0665662,71.1823,202657.7249,151608.9703,184115.5479,223999.1244,214832.2624,188804.0653
M104T682,103.9202415,681.932,7030243.393,6920881.063,5101448.735,6920244.594,2020855.05,1554472.251
M104T715,103.920218,714.764,1286315.141,1096019.158,1370536.644,1267518.106,1576950.315,843879.3561
M104T41,104.0352834,40.68415,5647698.739,6026559.508,5204211.112,6892100.034,5195374.06,5640125.692
M104T88,104.0433935,88.3897,3497672.579,3383259.598,3868029.71,6809209.656,3712876.319,3558671.297
M104T70,104.0433902,69.8684,38730948.86,36652252.75,37255845.32,39253042.68,37548260.42,36690636.71
M105T88,105.001559,87.74035,382109.7997,301258.27,256097.2723,357512.8547,318656.4116,300291.861
M105T48,105.0192823,47.6521,5346997.967,8819866.9,7515886.343,4435221.845,7550113.14,5677589.186
