name,mz,rt,W03.01,W03.02,W03.03,W03.04,W03.05,W03.06,W03.07,W03.08,W03.09,W03.10,W30.01,W30.02,W30.03,W30.04,W30.05,W30.06,W30.07,W30.08,W30.09,W30.10
0,60.99277,18.988,533004,454183,454780,521210,413045,257587,403866,366374,486901,301730,419333,308194,353977,389843,347619,322896,431836,328237,349372,329985
1,61.79961,0.965,154978,200642,137557,105551,139532,205945,211668,196319,208880,217456,139788,216601,192206,229958,176336,198124,178998,182649,201365,234591
2,61.98829,1.54,8990001,8273487,12597086,8345660,12245456,12140688,6437342,9057469,5366973,12831235,8385113,14073397,2642195,8724355,10153159,7273414,6700818,8164838,11151302,4718789
3,61.98833,0.963,30993774,36365904,36175688,22028786,29016160,37253260,38923868,36400100,37386092,38760620,34775920,43862044,37051064,41825396,30805758,34846300,35365536,35029724,36839872,43006508
4,61.98893,4.875,1593445,1466317,1917449,2272991,1661864,1758066,1728279,2472060,653116,1600950,1647459,2401574,1718313,1683324,1759477,1570264,1493432,1663751,1771449,1575995
5,61.98992,8.995,1952521,1777157,1826322,2085932,2183386,2073520,1909228,2427701,1715693,1790108,1626298,2114982,1484470,1615426,2158368,2056721,1740874,1702442,2003786,1712888
6,61.98996,10.505,3491526,3140065,3758049,3718012,3595790,4295802,3429997,4583690,3542055,3704719,2944020,4634560,3479790,2991707,3852730,3202796,3255921,2866115,2460670,3228496
7,61.98999,11.162,2138350,4084650,3768532,2044736,1670815,1902730,3876848,2042551,1764507,3677566,2079853,3600907,1971822,4107918,2274864,2239927,4055995,1669236,2705308,1795244
8,62.34446,0.95,6392,43995,19475,51,5255,41079,55685,32473,46776,46129,39673,45843,47351,53570,29424,36455,41806,41164,33594,60474
9,63.99129,0.967,202546,279438,215718,144841,196316,283625,302152,274011,285166,296702,232528,329080,259384,286117,220820,268771,275999,270505,277598,328107
10,64.00574,0.912,26168,62747,24097,6282,32658,30651,20487,26202,10227,66330,65368,48470,51274,59448,44976,70352,58442,18757,61358,80204
11,65.01418,0.622,238353,204065,1348,729,228752,73281,26307,78199,3846,250621,257130,141239,204486,256687,178181,233370,246642,57893,237283,294730
12,65.01419,0.91,992667,1397202,644,849,830523,595098,297557,484991,69887,1299549,1483580,990813,1029749,1354090,984751,1247482,1269020,524963,1230630,1477826
13,65.01505,0.734,118265,117349,265,729,69929,14239,427,11624,544,77838,79713,64421,123288,100944,98459,145140,118814,17232,163246,134949
14,65.79594,0.644,7282,4557,0,40,5505,2302,1016,2321,151,5883,7427,7544,7160,11608,8902,11153,9811,2617,11820,13870
15,65.99865,0.645,1978168,1324187,5803,30824,1422294,627977,276095,565679,62649,1345966,1926217,1667079,1545681,2432730,1945478,2338554,2289219,679549,2539963,2791905
16,66.0078,1.068,51213,71443,70173,75511,76676,65862,62572,62534,68124,66652,48901,71386,73379,67200,70106,79466,67136,73818,24705,79408
17,67.02853,1.114,11048,9107,305,340,8175,3675,1441,2816,282,7204,9047,6059,7284,9479,6900,8879,8018,2924,7841,7833
18,68.01282,1.241,118768,96047,0,594,112445,41607,22767,42462,2388,102023,65985,102743,111860,146513,118295,140935,147908,41272,162425,185389
19,68.01476,0.969,128305,140266,2,20,115103,27977,8989,32555,303,149113,136060,72143,107824,115731,103354,145583,133668,24524,156677,137306
20,68.78318,0.79,116979,127125,100008,120258,110441,129438,111956,96679,126608,134360,140824,126240,139479,145207,103633,113827,143645,136528,110364,128141
21,68.9951,0.79,22992436,24910528,19744346,24231324,23559156,25917688,22445282,18779926,24296000,26128262,25605150,25569980,26281296,27422836,21480018,22389970,27349572,26928316,21765936,23520612
22,69.03335,10.281,12186,15728,117185,35717,129801,127809,152433,99418,35940,77172,8195,11101,5848,19052,4677,8920,4111,15094,4796,11414
23,69.37296,0.778,28090,41391,26454,31892,26323,43589,24678,23323,26017,28956,41506,28488,19189,31233,17595,15124,41194,24497,26861,28344
24,71.01265,5.029,40140,37311,40476,32414,52907,40549,149350,54342,127610,49078,35955,35399,82570,30273,40047,83448,38311,42859,41698,35800
25,71.01272,1.995,76725,82509,27982,13120,51903,23572,26016,34891,26281,45465,83786,89207,99327,176540,86167,61706,95192,49554,83729,98383
26,71.01296,11.486,10379,10471,6052,10016,6466,8084,8509,5328,8053,8283,6947,11597,9346,14078,10771,12940,12408,9478,10956,14075
27,71.01461,9.299,132548,134235,300847,260386,244241,188773,325755,186249,149844,235728,132431,112878,103704,171261,104305,157685,217577,178851,187088,133170
28,72.97027,9.667,27993,29820,36060,26905,28145,33916,33982,24078,22583,32407,30502,16692,37037,31430,21810,12678,28068,30791,22219,29024
29,72.99402,1.605,972674,744137,2319,8461,578683,197156,182733,221346,50797,739527,885249,1041968,1436573,804794,879083,402151,709533,773293,494453,745799
30,73.02821,0.894,312160,460919,443465,287627,319756,510930,557636,414270,554958,475983,454422,452820,456760,473153,371751,392828,446212,469041,399841,467416
31,73.02832,3.539,604326,591922,450135,94577,307010,437528,432801,406507,505174,509170,573088,563443,411734,482482,495380,188119,541837,481000,363097,492098
32,73.02838,1.051,684156,734496,746208,768199,715805,693645,684917,695297,697127,701392,664241,776398,692644,694335,677986,382729,745416,739731,634270,773551
33,73.0284,0.612,295795,443711,559173,302439,708179,536321,444743,466810,454540,546025,353677,460742,291308,599049,207841,169794,325046,484287,138907,269684
34,73.02942,11.876,609664,857438,672879,661792,734640,612642,751035,498849,694641,723503,523268,806289,585348,783870,587847,705433,709330,869235,685644,775067
35,73.03026,1.373,624905,647134,936639,1073366,646597,665806,759711,796928,708396,655863,676265,702422,746191,659927,562755,606754,612101,657017,666714,719642
36,74.02308,11.514,42832,41626,44717,42590,38948,47207,51137,32958,40967,40213,20195,41030,41907,41374,30616,27702,43875,38509,28832,37907
37,74.02323,11.068,85685,78022,84368,92236,72030,81796,84325,68431,91597,70077,58055,86447,85831,78403,72360,72605,85149,68356,76988,76099
38,75.00753,1.062,22963,17978,9813,12677,15389,11971,32668,17184,20656,21275,16064,25553,11826,75603,18467,15200,28369,20087,10959,22421
39,75.96194,19.121,313320,378734,92689,216640,106588,322955,271520,124133,237255,115145,199585,106368,262548,301206,188181,192119,307704,221863,204926,288372
40,75.96272,1.07,81268,91501,136127,110670,63319,115224,102123,72348,111719,84842,86096,86691,83678,88883,58556,53823,71332,105743,46597,88976
41,76.96906,4.895,163639,212369,247935,211624,206726,190920,253082,226418,136376,177028,196843,178600,179239,190532,147147,148383,171183,187772,134200,183808
42,76.9691,4.518,194149,621854,222515,205757,377189,250574,309610,215720,631379,349810,686476,302073,591709,253702,252367,469647,552649,591382,371161,283339
43,76.96927,19.118,2093392,1281630,936191,1381388,1283113,1528541,1599390,1597032,2037658,1657229,1277101,388912,1385155,1635034,1298852,1194073,1687962,935831,1258629,991527
44,76.97111,1.077,474865,532275,701869,733851,420588,611402,598141,478948,644588,534479,465705,528533,459597,479855,423200,360692,444535,593651,338445,539848
45,76.97117,10.509,717810,382056,504767,418801,393287,419432,707393,639481,479879,568950,302552,491125,403656,360305,687158,276010,417458,295930,302663,508716
46,77.01346,0.608,19132,14801,25,27,15516,4705,1508,6741,174,18712,19729,11434,8457,17335,14565,15845,16521,3415,20495,19801
47,77.03819,3.334,74712,68140,68223,32616,111788,112439,78907,121631,152352,46659,125310,112755,78769,90532,57109,165790,73702,87023,52401,89492
48,78.03568,6.464,97016,59815,91624,91546,52992,90910,62725,44452,88497,40216,70429,91681,109693,93376,81400,72546,108593,100201,81851,90848
49,78.91721,1.524,227151,313006,282621,222813,179804,251660,252992,177135,280741,241127,222088,263451,241919,280276,201783,202820,251473,268997,181038,296513
50,78.95719,10.211,44199,47513,41102,34810,42069,34197,38351,34902,34558,45178,39329,25965,33866,31739,28309,14412,41022,43268,22975,35577
51,78.95844,15.326,1031026,993227,1032958,344697,879579,1042784,1587060,595412,958876,292220,207648,480044,455302,563056,340539,189789,395731,288195,212360,556070
52,78.95849,14.29,240744,208002,230573,230184,222771,223891,253324,175822,267398,332983,172771,216661,177617,225049,158841,165486,171195,226341,189638,256438
53,78.9585,13.423,951592,781354,961396,983425,351883,819309,1145407,216917,1443264,448166,49237,367277,830308,389992,720834,858960,390306,416403,860323,1137378
54,78.95853,12.153,221523,309804,302957,276450,269118,275914,369092,281375,284033,266003,182419,198641,264362,225561,188415,166004,315268,309182,163970,267994
55,78.95858,14.736,1127690,1157682,892601,867203,1230184,452397,1458355,873727,955121,1069620,857497,1392202,505942,1741296,1032756,1533202,1621700,1469890,768094,1832616
56,79.7119,8.891,7021,7100,6967,8367,7025,7290,7885,6799,7685,7046,6581,7430,7467,7241,6822,5990,8134,8138,7055,7742
57,79.95636,13.166,197224,189928,243561,195501,140224,183035,187559,134504,254418,184520,112036,166450,192860,231001,158261,162996,220742,202729,167720,198674
58,79.9564,3.418,290363,264094,475604,623998,474287,442212,426685,341450,430422,403023,326135,235061,139480,316807,198166,325019,129165,319795,227558,322818
59,79.95641,4.96,492122,412861,63707,84039,322444,262029,183882,161875,75555,260877,397099,481274,582252,612813,520493,543295,541754,260872,592574,660810
60,79.95645,0.89,596853,244987,101722,89465,108263,255867,227655,148051,249633,219933,251709,212566,289072,245385,162250,164656,219912,244536,189468,230689
61,79.95816,8.892,1493361,1492195,1541872,1561615,1441228,1507567,1568275,1267948,1472793,1411018,1279747,1472349,1549970,1548629,1373392,1334002,1573886,1567930,1325007,1372196
62,79.9582,2.489,875430,885661,120197,122612,479476,215388,234837,159065,162566,625525,728427,591328,999496,821337,293086,509638,724780,549915,650004,857429
63,80.91497,1.524,231890,315516,283768,219765,185894,268824,259678,171270,292864,242349,222728,270603,246348,285097,197894,198826,265146,255242,181544,304025
64,80.96427,1.167,62399,32297,55751,40859,34826,37747,35364,31697,33400,4793,57499,55309,52534,182945,50373,50615,45022,41937,38539,134028
65,81.95191,13.167,7519,7190,8219,7433,5320,6413,6895,4962,8898,7512,4494,6645,7196,8840,5697,6188,8451,6698,5646,7419
66,81.95213,8.89,67336,67496,67805,73222,64959,66573,70908,58249,64670,62668,59364,67073,69797,70732,60497,61743,72817,70503,59662,63144
67,81.95378,2.496,30333,23371,10620,2756,7763,13902,3492,5836,8629,25592,31652,22161,30395,30901,24563,17618,25804,24902,16200,28064
68,81.95399,4.958,15883,15798,1474,1748,11040,7799,5126,4871,3408,7094,13761,17394,21994,18211,17994,18381,18477,10233,20361,21422
69,82.02805,1.019,12991,31331,128,312,26260,12183,780,6499,367,33714,12668,10092,23543,13322,11837,13667,29797,2231,23045,14771
70,82.02816,9.043,7732,5854,5533,7091,3579,6320,4881,4731,7571,4432,6803,7905,7741,6791,7107,7398,9658,6891,7788,7247
71,82.95302,0.832,35270,433198,37708,37684,17317,41364,70524,34251,111285,74111,35007,26732,54875,57956,26200,41822,47715,44688,31932,71665
72,82.95328,0.594,16791,4116,7021,2712,1860,2749,6931,3284,6448,5957,4230,2597,4548,7496,9304,3584,3590,11392,2236,9935
73,82.95962,2.485,20208,15893,160,103,8632,2770,610,1376,465,6503,15479,14647,22244,22275,17569,20341,23261,6653,18508,28970
74,83.02351,1.202,50817,44643,19394,20711,42762,17391,11996,9497,2936,45726,30151,52808,72050,75473,57872,82610,54009,20091,89801,104298
75,84.00688,3.397,64684,67012,1041,1553,57800,32740,8941,12857,3806,73650,35998,35032,49033,55968,24209,55339,30379,23936,21087,74784
76,84.04416,11.43,6283,5977,5855,7110,4565,5727,6137,4682,7655,5800,4632,7408,6468,8453,6208,7019,7257,6508,6263,6921
77,84.94918,0.833,12212,141664,10113,10105,3278,15308,22768,11238,31480,23013,11533,8797,15273,18113,8663,12577,13818,11266,9952,21103
78,85.00233,0.861,24504,41240,2478,468,24562,33510,27055,27070,12726,44335,50138,72650,57415,85881,51787,58225,74189,20738,81494,103221
79,85.02795,1.014,18568,18915,17287,24552,18855,17492,20728,17996,21592,19455,27584,22626,12298,20894,18312,18573,21358,15211,12033,18189
80,85.02825,3.113,142940,175706,545555,208578,262376,486263,590975,348822,204911,481664,111944,125882,86897,90514,64317,94484,53823,134342,103731,164580
81,85.02836,13.552,17939,18927,11436,18445,15988,16074,24162,14608,20923,14084,9235,21786,20957,35649,18011,24763,33114,22698,21095,23131
82,85.03032,9.297,162148,163906,153048,194256,149207,159554,229764,148225,121423,217240,76026,133816,126762,157347,118942,141267,80194,91441,147521,76669
83,85.03033,12.089,37694,36538,50430,45498,38029,36244,49868,29095,43552,37439,22826,32895,29092,42911,36105,37407,32057,28199,38293,36045
84,86.00042,1.068,29159,25912,35846,31656,28687,29564,30607,24512,31290,28644,27279,17763,33722,31734,22809,20052,25505,31995,20747,8180
85,86.00522,0.601,43364,26539,37273,28082,49772,34757,41049,21830,28246,28837,48831,38093,35445,35137,24148,38571,31774,32626,21895,49309
86,86.02434,0.88,61944,89449,142,0,39088,33099,11901,18531,10868,51870,232501,101778,136404,142966,122282,150358,151642,85793,127718,139472
87,86.99944,0.596,86973,23957,31498,27197,29162,21872,35931,25081,29684,24360,30371,27684,18367,23626,25169,59366,24924,32783,16179,22224
88,87.00697,11.303,22582,37566,78509,42375,193649,162854,185939,104013,57641,171211,17908,30755,12117,59975,10800,41744,14768,36065,15899,30262
89,87.00841,1.31,585672,478041,16984,9672,1425831,1433533,726187,1109050,89063,1713593,6554,141619,49924,196666,46938,45147,129101,17536,41751,100527
90,87.00855,1.137,1980898,1670356,65864,51982,7597375,4545878,2378587,3988466,294593,6779752,73722,641292,207333,888478,262114,378293,521171,72394,207961,533063
91,87.0093,9.299,59698,52195,68215,90321,70524,68764,59284,52920,60909,108250,36974,48785,43609,49657,44416,40414,48946,75485,41305,39039
92,87.00937,12.111,19992,18991,27133,24215,34705,29471,35480,36585,37154,25484,12944,19854,17635,22427,19920,18596,18282,18103,21039,21146
93,87.00944,3.669,3370012,3718875,15994159,10003177,21163934,18147906,22904178,22576000,8567819,18736612,1110969,1713575,1200363,1883264,1033240,1384311,1337476,1412724,943194,1579678
94,87.77264,10.507,9615,10501,12916,10577,10499,12073,12906,9602,10430,11273,7223,10998,10018,9658,8647,8445,10009,8942,6564,9035
95,88.03862,8.23,103671,101337,118030,116145,104828,118741,132036,84013,108888,109235,53168,67241,75315,79309,60162,56441,74503,72959,70979,79205
96,88.03869,9.67,13647,6008,6230,10254,2551,5052,3169,2836,9512,2757,5728,11009,9394,8976,12506,9399,11600,7370,11705,10667
97,88.03879,11.17,88463,114797,96589,112303,100573,135138,114371,102835,102050,95468,70221,99992,86697,178658,107334,148944,91504,75973,91633,98024
98,88.03882,7.623,48291,25429,29715,29916,18718,37934,26526,14779,30232,19287,14291,31327,30652,28595,19549,16342,25183,15526,25924,28364
99,88.04096,11.821,9551,8870,9753,9038,8616,10137,11624,9307,9170,9249,9290,10550,9290,10255,8841,7658,9895,8258,9219,9435
100,88.041,12.109,89179,82538,41046,79428,74757,43339,76422,54531,62895,59432,81529,143711,143194,144338,102178,133914,140888,135517,108308,144500
101,88.041,6.53,37457,39812,42462,28097,41561,43633,46483,26497,40574,40288,28278,55520,28602,47433,32449,26484,35701,35331,39164,44757
102,88.04227,10.508,1918853,1962894,2188232,2033256,1944814,2208672,2221891,1797854,1926247,1920774,1412676,2010630,1948627,1836286,1604566,1560414,1944211,1774764,1628462,1846672
103,89.01254,0.923,50696,68354,72392,100772,34843,40192,48045,55947,40874,68697,85694,75192,59539,58773,40136,74251,66307,20352,69782,77927
104,89.01286,0.595,112280,96245,41327,20655,97498,56309,59067,117805,25295,90939,98833,94261,97655,96931,122257,128101,101720,96618,124513,115921
105,89.02237,12.136,54348,28781,46406,59579,55781,57003,43269,47308,63508,45076,38900,38732,29168,34201,49616,38039,38621,26920,47212,34849
106,89.02338,2.016,732313,981957,208928,45454,99169,286239,247314,236225,236432,501399,617777,1078436,1202830,1276943,746296,1450227,731996,426291,622583,897631
107,89.02361,3.097,578320,367470,599693,551619,404529,398975,178433,661277,393221,476626,501764,478375,817208,315800,341073,446992,666344,587239,490800,799328
108,89.02439,8.575,80634,108624,97050,87715,91003,96656,81897,89512,78929,72683,45063,79613,48982,94051,88828,72669,69912,59846,75628,67250
109,89.02527,4.68,110794,62848,14570,12338,13381,17741,13513,13793,13961,15731,105976,148636,180445,148503,149995,154635,131664,91985,139992,176001
110,89.02557,6.782,2130571,1902209,2476606,2262328,1456335,1871691,1302387,906602,2401904,1177163,831813,1419815,1238755,1280531,1387254,1317564,1453519,1075335,1359351,1274212
111,89.02561,9.297,948272,906351,1287720,1121638,1032712,1513900,1216681,846392,981683,1024749,571632,901705,921267,728924,690469,657710,801067,762664,822335,798535
112,90.00799,0.837,14600,37043,1780,413,12199,48191,30793,2627,15940,52395,48749,11769,28083,46217,2617,12345,21184,25320,1327,32767
113,90.00927,0.596,794236,715951,17556,20679,696139,323722,143861,249448,43824,746081,956057,524550,600458,770381,586763,714127,733247,279131,717385,821735
114,91.02903,0.9,500239,699494,71917,23894,670748,455897,354744,419390,191308,831484,966200,487673,636407,724545,486051,646632,650998,329150,606714,737886
115,91.0388,3.109,19671,24843,25023,19674,20268,20548,18472,16193,20683,28167,14759,15004,17521,15206,14736,14405,17001,15518,9649,18398
116,91.9565,1.056,12098,14368,21441,23155,13543,18080,20058,11575,16974,17367,12962,15054,12562,13398,5211,7842,11780,20140,6829,14198
117,92.02357,1.013,104891,82871,1847,1868,101283,41774,24397,50668,6883,110097,109065,93445,84596,64445,103163,75877,68441,38064,66556,61649
118,92.02376,4.932,150300,67763,79419,94895,42429,97990,27307,24957,98609,32289,18134,81270,58668,41970,54224,26457,65562,44547,66014,32483
119,92.92609,4.711,98978,94334,72669,84979,94472,120186,72784,83724,80006,65635,97781,85812,58136,50071,41182,53420,89115,104316,49444,57570
120,93.00881,0.627,468536,367660,653,534,345433,148451,62252,118680,12711,354263,451795,357023,449563,546256,409900,546540,483468,137520,567642,658013
121,93.0329,1.059,63781,56006,50690,58102,58397,44069,47699,49210,60076,56430,445340,141745,129913,123753,104993,118256,129545,144668,103032,133594
122,93.03436,5.245,96968,96111,90010,86044,84701,88079,102015,71241,94026,73051,68333,106742,67379,131223,102560,87961,93777,75664,110640,120194
123,94.02782,6.462,13420,6594,11703,10640,7845,11976,8371,6489,12257,7739,10140,11775,12009,13988,11229,8597,14672,10873,11063,12041
124,94.97958,1.07,167273,197898,223811,239480,152052,200575,192660,154089,206904,188971,147823,189912,148561,172755,151218,136052,157954,190699,128106,202787
125,94.97965,0.529,282266,257009,351854,381476,104856,71918,299627,60109,330639,372000,271800,30460,80870,90931,252702,273666,136812,365889,194692,427652
126,94.97979,19.12,572064,605400,589894,365825,465810,416392,416321,403138,376802,469336,249765,150766,382774,475337,395173,345986,333594,224466,347689,638525
127,94.9798,3.421,317371,356073,357806,442755,343887,308192,371040,290130,409929,381934,277069,255959,247819,236522,191076,285236,257112,299518,193990,307336
128,94.9798,10.506,204372,128544,138335,191739,103505,98286,218677,95535,117943,160220,102010,110865,113276,103142,66594,77012,117667,85545,77058,124017
129,95.02316,4.407,141480,128066,19809,19728,65811,42189,21080,64060,20596,127045,101456,140922,136803,131393,77593,110610,136300,90511,116839,134481
130,95.02357,1.009,27285,37304,3560,1917,35234,13120,5672,9144,5260,34341,28806,18839,23133,23892,21882,37227,31425,9430,35748,35444
131,95.95159,0.944,232787,20647,11817,3718,13336,18428,21971,13446,24435,20735,17738,14893,21674,13787,11512,15114,13757,19725,10365,15831
132,95.95223,13.169,10128,11271,12127,8795,8516,10946,10326,7537,11089,8714,10422,9377,11896,11409,7278,7729,10571,10699,8477,10947
133,95.95345,1.124,33155,33237,31733,40677,45562,30722,47571,33930,32319,49144,54733,33650,104665,49179,33288,45152,41350,48735,37979,43414
134,96.02098,8.495,16647,18993,32187,29562,4216,15636,8476,8639,16992,4337,15446,18629,17674,20486,17339,7029,15260,21257,16690,11489
135,96.66047,13.165,11158,10979,12314,11661,8124,9839,9323,7850,14388,10497,5892,9518,10918,13093,9167,8800,10252,10042,8929,10694
136,96.95995,13.166,2190799,2088838,2454347,2148218,1475874,2134037,2085155,1558488,2781485,1940956,1312610,1886086,2076136,2736781,1844984,1922064,2286470,1942798,1793497,2151471
137,96.96089,1.079,1930834,1514340,2279354,1420443,1634210,2333344,1839344,622194,1924443,1869013,1814943,1216168,2400600,1933427,1455697,866488,1136346,1981651,1455711,1432369
138,96.96204,0.887,917625,1140326,1288689,835679,948600,1567738,1202127,694327,1346067,999325,1080413,829406,1492472,1098020,754799,706300,1125619,1184621,778304,1037018
139,96.96227,1.527,1094328,784424,1864295,962617,1555503,1994491,829845,526834,784611,1123771,826775,934850,1940076,745910,742163,564104,731905,1006307,792900,500833
140,97.04002,1.053,69866,84226,2364,1083,69008,36264,19588,40465,2790,99921,92295,68690,72103,110747,72821,106455,75565,25542,107984,99457
141,98.02369,1.106,15523,15367,2465,7025,16013,8788,4402,6399,4908,19111,16194,12375,10735,17257,12648,15958,14689,7009,14961,15952
142,98.02383,5.738,116803,75704,90883,235655,91368,79246,101137,323437,208132,184915,54983,87356,259197,108511,78260,125569,109573,332957,94080,146426
143,98.9484,0.594,353193,119580,181605,145981,117759,121960,210753,120463,155047,186928,160309,120502,154970,197844,211174,109612,131222,279616,81925,236015
144,98.95377,13.166,120833,113125,125835,126093,87081,116141,119114,94298,150464,115905,68393,110758,120650,142133,100915,101551,126227,114902,95041,132049
145,99.00539,10.782,371397,433245,471795,423630,404313,491442,501491,373211,435332,455923,415818,420240,504501,488344,360748,376261,439860,430397,337255,447732
146,99.00815,11.876,149088,200582,175452,152352,157860,158372,194322,122289,177915,181345,127064,190239,158770,200047,126672,163930,166191,203221,155661,194293
147,99.01046,5.136,45216,57786,51533,51571,47125,52580,50407,40199,48511,43971,36610,36758,41415,35455,33935,38609,46451,39155,34638,41861
148,99.54075,1.203,7345,12178,7341,7533,8503,10033,6381,3355,7488,9708,7862,5885,6259,8584,6781,2533,6945,9468,4641,4456
149,99.92599,13.166,29075,37556,39908,38285,32142,35545,27191,42674,36620,38143,32469,25692,38675,30088,68875,81047,36569,24565,57344,35756
150,99.92746,0.891,18156,63371,18108,23976,27606,68098,73309,115421,38407,58513,31190,61698,57313,59155,228712,345190,55018,48621,161993,69509
151,100.0052,1.594,94008,199313,3690,3307,107302,206427,67794,72174,8485,191433,156361,163450,230483,138682,146168,62742,100915,68549,43886,134819
152,100.02116,6.8,36659,26819,16809,30302,6930,16690,11728,7151,35972,8176,32271,45863,24827,45514,36959,18263,25923,29806,31643,34609
153,100.04057,11.242,20354,16470,25958,21204,18665,24995,18088,9735,20066,14128,8902,10319,12698,18685,10249,11317,16296,16365,12266,12257
154,100.94414,0.594,96667,24121,40890,17704,14368,17216,43806,21270,36983,35867,23303,15621,26167,46189,57919,23082,24113,59251,14812,57493
155,100.98713,10.785,102048,122129,145581,116619,119751,135069,135183,87399,132408,112289,127756,109714,161761,125921,78979,84844,107478,121345,83090,123143
156,101.0228,11.272,106043,134416,378014,233397,670398,404262,668375,627068,229018,641214,60724,92179,52560,105706,48308,64881,70645,127488,46042,158255
157,101.0231,4.056,289869,244704,56772,54601,193624,177484,136726,94359,124947,170279,91650,162133,146944,243461,156613,182527,213144,95280,151131,246561
158,101.02529,9.296,235477,230853,385752,262119,179967,269627,362497,139470,252835,254891,87682,121326,195493,118807,199945,107289,204245,222829,108463,112671
159,101.02539,11.951,76435,66340,96574,89647,97825,94508,88113,64257,76710,83972,47010,64412,52156,51439,43438,45732,64277,51684,51289,60630
160,101.02671,12.132,177021,153354,224064,216516,177370,218804,205117,142723,210896,158610,86718,137838,111687,128921,115768,115030,128785,117094,131530,155368
161,101.05799,0.974,34011,21546,8802,5356,37900,27855,34751,30974,32829,23960,18279,21437,18395,33543,17061,20781,22003,12537,18274,30227
162,101.05835,2.999,72614,120136,95473,36460,95757,113544,116823,111183,103665,101281,104692,55669,69862,66479,56934,57877,66091,81046,47918,63854
163,101.98109,0.638,6908,5557,713,1335,6117,4445,2052,2149,1598,5355,6889,5543,5943,9098,5975,6906,7643,2713,8557,10094
164,102.01825,8.574,28478,20885,2240,1211,9664,7551,4534,3329,2528,7997,23359,28027,42689,42958,25336,33178,38836,12146,40574,49110
165,102.05473,12.202,140358,186840,157575,176683,192254,148736,221550,178999,158313,230137,92165,153044,152917,168677,126735,148114,193481,177949,140918,212173
166,102.05482,11.922,14362,16045,16707,14708,18785,16346,18906,17489,16589,20329,8932,16829,14054,16358,12868,14173,12976,14141,14614,16515
167,102.05769,11.43,182992,168278,175638,189449,141868,168323,186644,152364,197600,145695,131361,210843,186664,201149,181476,159991,198187,174369,192950,194937
168,103.001,3.013,85372,84169,67200,62348,52923,63843,46035,65559,37681,98966,38546,57402,50803,61543,52008,43232,85801,68787,23089,77465
169,103.03046,0.906,7264,13906,402,8852,3102,5845,4903,3789,2182,11817,16365,9117,12317,10926,7780,12570,11760,3452,10964,15162
170,103.04173,12.082,21691,29443,43063,39705,27016,26799,28888,23014,39131,20177,11521,28002,17973,26595,24707,26647,29776,17940,25559,30406
171,104.02397,0.932,34621,36198,358,0,12375,9214,2010,5445,215,25316,69200,31788,51336,46594,38045,55763,46633,3636,51132,58325
172,104.0242,0.83,48798,55712,358,0,37186,18543,6838,27225,221,80856,72522,49513,63125,42337,43891,37951,47005,15000,34482,33046
173,104.02528,0.605,46527,34279,56,19,21224,8941,1187,4595,361,27797,45031,27899,41778,35487,30869,33999,39044,6903,35982,43685
174,104.03424,11.518,129429,132919,146208,148274,122335,143987,168157,95655,149353,132607,79479,96325,125756,127379,85104,85998,127819,117923,87964,120917
175,105.01834,9.325,29409,31617,30377,17987,50510,43449,32903,23820,24007,63667,6310,13170,17925,21808,11064,12276,18834,12696,15736,35717
176,105.04417,0.925,36411,70092,251,367,40111,35891,14308,19807,2548,67646,74061,43747,61698,54869,49136,77276,63118,25121,57202,75285
177,106.03966,1.529,147876,183601,134977,29820,75503,137847,208621,187781,141133,144893,241172,167483,188956,219374,194657,159152,145150,154146,115700,190563
178,106.03985,0.996,111013,128457,308,30,117857,59115,20374,33381,5827,126771,115130,83969,100202,97926,85335,132968,116670,46657,114159,129655
179,106.03994,1.111,67355,60623,768,1454,47508,24796,10208,12904,2749,53114,61759,41822,59965,62409,52546,70252,60310,28323,59549,73755
180,106.04163,1.285,121964,142855,119256,127807,103206,93455,116653,94677,116729,100242,135655,116964,130082,111023,116633,132065,120967,142504,91553,119447
181,106.04317,0.683,34756,18729,382,321,6312,5076,2700,2834,1813,4370,17455,43436,26861,32638,44166,51880,35230,19291,53882,51767
182,106.97955,8.89,59173,60047,61544,64599,55178,61260,65081,46296,60983,57872,51565,58661,60513,64341,51976,51774,64098,66361,52724,58674
183,106.97968,4.961,446320,383285,5592,8290,216276,129392,67630,80368,25890,168605,377575,475974,568870,627578,504507,539816,561388,195757,620757,735631
184,107.02316,0.646,106900,84123,341,68,132026,53157,20314,45009,10220,136154,70686,64110,82264,102514,75246,109868,97659,32067,106310,132792
185,107.02463,0.855,50083,72056,0,790,40399,47187,26107,23814,3814,84428,64521,60395,61909,77566,59531,97396,87641,22699,81454,86899
186,107.03468,4.66,59769,72605,53492,58263,49560,58096,52676,44349,59249,41906,58064,52955,49799,52460,47399,41572,55878,54594,53143,46739
187,107.03484,5.033,45898,93037,80248,72426,49304,51180,64646,44337,73885,62877,77011,98422,72602,90821,69583,84560,63399,85531,58432,71997
188,107.03589,9.296,44402,37686,49571,65388,37388,63727,36070,38834,47417,41945,23052,27221,44403,35916,45607,42970,28084,29005,25511,39285
189,108.01798,0.708,69598,48569,2301,9292,48259,26774,11555,29178,6695,53785,44933,54718,52970,80682,65495,75052,61165,42542,79309,83054
190,108.01926,0.994,56406,46251,40196,39208,54660,56677,70628,74193,62633,49610,78907,58312,30029,49004,55313,39814,46003,49167,36969,43335
