name,mz,rt,W03.01,W03.02,W03.03,W03.04,W03.05,W03.06,W03.07,W03.08,W03.09,W03.10,W30.01,W30.02,W30.03,W30.04,W30.05,W30.06,W30.07,W30.08,W30.09,W30.10
0,60.04458,65.46,72102,59455,61155,75126,70122,69224,71378,69357,76841,63669,71999,44361,71829,68214,46249,73209,39180,70302,47150,44413
1,60.07921,487.92,124220,117089,134748,117222,116787,129138,117582,124574,117542,112126,64263,136636,119736,125756,142278,130580,127754,129261,135510,129017
2,62.05778,586.44,10943,9937,12202,10017,6119,11312,7882,8187,8962,5981,6566,10109,12496,10490,12740,9885,12126,9681,11821,10344
3,62.06028,728.16,18129,25006,24462,24663,31669,25478,23404,27956,21560,33020,327,9224,13759,10514,13640,9334,19107,19344,10181,14575
4,62.98056,641.94,14753,16758,14582,18096,18003,15747,16758,20014,15702,16615,8753,21164,16493,18392,22598,21285,17265,16322,22414,18386
5,67.04201,695.16,16481,16328,16694,19801,16327,19707,17584,19727,18115,15118,10802,17516,16268,17623,16177,9946,14359,17952,18529,14878
6,68.04762,564,141738,148617,193914,154214,150546,193661,174458,117452,175490,165887,62266,151925,155921,191708,134875,134780,163511,161250,130959,161493
7,68.0479,694.86,158573,171982,165931,185563,169561,187873,185445,191220,185114,169136,118826,165136,163369,179192,175428,170813,152302,178475,184666,164198
8,68.04813,684.78,70527,62101,75703,78202,59119,69889,70523,63844,74950,62300,32370,94345,65726,69321,80589,57664,69145,73333,65792,63155
9,68.04961,481.26,23357,28647,25536,23746,38907,36582,41196,34186,40954,42843,3391,37863,28630,43596,32768,30610,23877,39461,38216,29868
10,69.03178,684.72,181394,162288,187964,198937,156747,184717,175418,177185,187652,160180,79467,182179,172591,177537,203612,170405,183907,179515,191930,177527
11,69.0449,109.38,201944,84881,123522,29659,4210,135264,233998,148146,150756,159698,193054,89712,108359,133002,115872,134186,104373,110038,98031,73906
12,69.04494,83.28,120898,53351,73423,49196,19089,64294,180890,73086,100174,97069,6230,43377,78592,62713,39003,45900,61256,59153,36233,41773
13,69.85059,564,27686,30734,40419,31656,31407,39225,35460,22336,34851,32063,11683,29514,27906,34323,27401,25588,30083,30809,25159,32731
14,70.06375,77.76,11618,12362,13346,11896,10166,9137,10861,11055,14989,13980,16550,14752,11287,11936,14294,15846,12762,13411,12555,13664
15,70.06413,564,4897931,5194146,6821479,5449870,5347568,6640286,6071122,4011793,6012765,5535082,1996647,5035342,4776464,5816138,4647054,4423606,5172081,5291634,4306327,5632739
16,70.065,961.38,350034,226732,364269,340037,304235,327483,519223,210826,207122,458558,44666,308341,351644,486452,204388,217692,167879,407689,460974,177745
17,70.06603,536.82,646621,683571,672213,365553,331017,721630,807467,778492,812305,682613,181100,876071,806924,898718,723818,552364,670727,850308,719843,428250
18,70.06616,581.34,1491928,1583940,1560250,1540114,1432975,1620120,1586224,1455605,1435632,1543896,697579,1329002,1069840,1521141,1580980,1492519,1771661,1353915,1567323,1645294
19,70.06622,503.76,2751747,1872075,2844237,909384,2489225,1493517,3426262,1222921,988135,2039099,699910,3622036,1431944,3577634,3026731,2922602,2606602,3565582,3195881,1514869
20,70.06625,481.44,891878,1195393,983816,930249,1020217,1244685,1536690,1429955,1326104,1160256,78856,1425082,825525,1597865,1291927,1186820,939906,1374358,1318996,1077795
21,71.95018,480.72,30818,18858,23915,38173,42467,25006,30958,57380,47453,19816,6893,23047,12582,48192,26714,71242,49989,19347,26880,28780
22,72.0431,669.06,165904,155847,172681,181589,168892,168763,150521,163180,144680,162232,68413,159758,128588,185450,233718,252730,127447,149554,171043,175727
23,72.04314,66.6,79084,55881,78858,64073,91281,51208,80051,114948,86659,85331,77737,93140,89245,41356,75753,113698,53822,81580,105887,60205
24,72.04316,89.7,57145,45413,105883,110510,97394,152306,94803,132595,124918,80864,126579,43127,49598,51500,73923,105590,49437,56678,84802,42584
25,72.08152,544.74,169459,181917,216640,272145,164355,190177,159776,183882,171051,155322,41938,167148,139473,156747,208245,201476,178715,129783,195582,151173
26,74.02146,674.82,85441,71069,93710,90744,85894,99659,90145,92046,76230,80353,2270,59981,46087,57120,69425,81103,60310,59165,83358,61906
27,74.05772,91.32,156634,258711,449689,419582,100188,449226,320717,141294,450554,299726,577020,260825,470213,271885,213161,225083,217252,249293,236667,208568
28,74.05773,77.52,140324,129230,188224,78155,90657,109236,97117,95887,126462,118182,209728,97404,168671,114414,209285,137741,112013,145975,95501,130338
29,76.03835,663.3,10138,10013,9140,12541,8244,8537,8485,10808,9571,7335,1129,11616,9822,9559,12229,11449,10014,9038,12253,9173
30,77.03858,74.64,35379,22673,23741,33303,23575,34167,24469,18168,27723,27497,34158,30366,32158,20994,18622,17771,23005,23047,17257,25046
31,78.04411,388.5,10843,8826,11041,11348,7997,16365,4884,1587,10020,4732,1058,12399,14790,12039,15204,12830,13636,12303,14136,10540
32,79.05121,74.94,23007,22147,26309,21513,21936,29584,31932,13746,24104,27566,19689,20902,21020,19249,18449,19556,22945,22490,14452,22778
33,79.05251,52.56,22603,24916,43933,28178,29612,40566,38288,19989,32678,35056,25564,18717,23179,19861,14734,12505,20292,23838,12623,17919
34,80.04709,90.12,47774,36788,61703,100100,31202,112965,89751,38671,91981,54113,72168,49857,73580,36244,48679,51956,42168,66593,62099,23458
35,80.04959,389.1,60530,41919,47298,45793,43601,71182,61565,61829,57759,22822,31735,57421,61176,58742,60118,67817,59299,67668,49818,54870
36,80.97187,804,106887,77255,74230,97915,88781,57018,67485,87236,107946,121047,9230,118694,53474,90190,105907,111621,80071,79307,146483,101831
37,81.04301,186.18,245711,476853,560724,437794,791578,217783,515005,508318,625319,402330,486815,230758,616656,448238,268555,502391,415904,515542,441558,323603
38,81.04366,582.72,82180,139180,106074,94460,148091,180831,105700,182740,103462,126369,81818,80939,167492,97485,191691,175480,157196,126399,191328,108928
39,81.04376,77.22,201173,226192,206665,201428,180315,164659,190191,203881,230852,226365,156483,243848,261186,206485,280042,292376,227984,208836,216214,226223
40,81.06825,52.44,136198,144491,292405,128819,154240,261143,276349,97818,169661,174282,159327,87762,123985,120602,50454,57389,123555,120502,57866,107928
41,83.05811,695.04,405479,364898,376771,377526,332098,370673,387048,409005,394663,352762,308577,381957,415044,389459,373774,367205,398131,390207,379175,341550
42,83.0588,148.44,485716,398397,541415,162960,330419,517198,826186,514407,809281,431437,596040,467593,460871,266567,1103396,576708,790756,346316,549853,337744
43,83.05886,659.46,73111,77403,88874,97629,79424,94653,90501,97624,125690,87636,42741,113178,64660,94912,120145,108099,93163,95565,110675,89738
44,83.05902,731.58,228061,226721,133224,189963,233236,250131,344140,321431,302994,252366,19748,307215,313804,423197,559147,466750,193967,335135,517406,211637
45,84.0421,520.2,20520,24524,21997,18156,29794,22657,28633,26084,22501,25825,6492,38623,21061,31032,28578,33731,28939,31194,30576,31139
46,84.04248,732.36,282380,336170,285536,355917,365456,263255,374506,480192,287161,416396,24524,329591,242058,322418,397668,431040,354598,306617,401446,379258
47,84.04375,715.5,44131,40111,42865,38901,34103,55002,46332,46152,53292,32633,19235,56109,50985,68647,53877,95593,42516,51559,62093,55651
48,84.04375,687.54,91347,243748,75222,300663,180678,81593,85491,236426,160263,209651,33910,78049,258474,134466,390124,659654,168751,288180,290502,209291
49,84.04393,543.24,69291,39020,44555,71832,32544,46329,40157,42068,63647,30883,15096,65859,73628,58466,81982,78215,84952,66843,70221,57004
50,84.07845,983.88,44478,27389,17899,25297,36048,38111,61903,22854,45791,53249,438,43555,38747,31033,40351,32077,19786,40003,39097,23283
51,84.96455,641.52,38889,33166,33706,38560,39174,33013,38711,43466,37494,94422,28845,41444,15888,38285,44459,40684,36940,39958,46817,37415
52,85.02905,558,161823,117845,159021,199377,146042,159170,169004,188064,188480,148328,23015,42628,33606,42709,40585,44007,46390,49685,49425,49509
53,85.07389,455.52,190762,204807,201626,173302,161947,115016,210668,128104,227123,189866,74689,252312,288205,130885,234651,190702,156747,188445,252606,166711
54,85.07681,466.38,273804,292720,289336,273990,272375,300528,287308,257447,308662,276752,112262,336874,174972,366754,322315,316732,329732,336691,289038,331599
55,86.05782,684.72,505780,436788,515274,520258,426944,481341,488474,497770,509951,437390,222425,511580,480933,492999,574133,483354,499639,493373,546937,467536
56,86.05849,80.04,16349,18752,21225,10741,10496,18868,20764,11724,16459,21858,2427,9450,13094,15708,10920,8724,14015,9097,9220,15839
57,86.05859,654.36,70283,75377,60342,50342,59140,63086,77433,72613,66010,65601,58337,103487,128484,102124,88277,77174,93462,82414,96053,84704
58,86.09358,474.3,147267,165445,187933,159077,161976,168433,159279,165794,153160,145499,15518,118771,109283,127436,146738,142662,126533,120811,133673,115232
59,86.09429,908.82,432265,138718,202412,191676,135928,388390,316595,101109,415742,273823,39018,162783,302853,165079,112642,81243,386826,283115,150657,199134
60,86.09508,496.02,172343,163659,211151,199552,174735,177804,157494,170075,166172,145703,35870,159071,108075,143331,177822,174083,154758,128444,175719,131990
61,87.04116,67.08,414258,336057,519565,369230,667774,322787,453121,387464,276603,684479,486636,330634,646932,646843,290906,418969,324684,467762,517523,337732
62,87.0424,53.82,383679,495114,426283,300824,379059,590047,506058,487192,441078,457730,489764,443520,507305,369250,402321,479255,401502,384351,364973,458910
63,87.04241,90.24,264021,279230,435280,452494,489887,830756,491420,338741,544060,330207,360535,363029,520411,535387,310776,526003,413346,472747,433369,258532
64,87.04311,684.66,1268775,1051822,1278489,1244504,1115223,1323668,1203331,1221833,1271038,1033003,588864,1239916,1215348,1191080,1290034,1226631,1199169,1203342,1282063,1146559
65,88.03819,727.02,19180,18000,9721,14372,18777,10651,15559,21859,12931,18422,10413,31943,26798,29900,31081,40222,28150,26669,27879,30447
66,88.07491,69.96,25445,21751,30564,45662,28592,30783,49704,34264,95243,25883,77659,28990,39132,59357,48639,38411,26312,88415,54059,29397
67,89.03362,458.1,49261,54490,50279,46952,16593,48277,47448,46150,50552,45315,19882,52779,55790,60644,52368,47576,58544,54321,52291,54973
68,89.05766,61.44,108964,191311,168360,138722,170252,238474,169192,162692,158717,188576,99070,168388,138027,89547,121425,155206,106471,127143,139298,162566
69,90.05376,755.1,86981,88370,81284,99122,79797,86831,83135,108291,86572,74222,3521,106520,53792,83198,104200,96582,66502,59001,101670,72641
70,90.05406,629.82,604057,599271,678948,605623,582602,677837,654770,622440,609660,587786,209387,594858,577914,576673,616721,585154,598852,558654,587766,566252
71,90.05416,669.12,326921,378893,338629,377197,338893,407279,351823,392108,339717,341875,124022,349005,310639,499529,512124,587224,333439,295005,405552,345477
72,90.05428,609.18,25868,24203,26589,27952,26014,26414,29814,28496,27003,19931,1856,5887,5452,5388,5356,6087,7593,6979,7009,7658
73,90.05578,495.12,11937,10836,11446,15042,12850,11594,14519,13875,10545,12836,2017,8687,4557,6579,10754,11064,8082,7207,12054,8415
74,91.05173,52.14,37606,48616,62800,42411,48836,83479,60326,33955,65348,57587,65392,30470,55318,43509,23170,23935,37923,57363,18041,38114
75,93.0432,731.76,199252,186932,120977,102974,137886,195480,175636,241137,162049,150580,994,183555,177646,251107,317247,170191,133775,213225,284873,124158
76,93.06796,55.98,16187,16873,16159,16399,14830,17930,16966,13085,17897,15700,18950,15789,21882,11569,12434,12007,12387,13470,8458,10661
77,93.07005,74.28,28487,30525,14743,25249,21404,13826,17652,23913,31738,33865,17383,26427,34824,22686,24094,24094,20121,22887,23438,18817
78,94.76855,694.8,19144,18694,19495,22794,19440,22210,22356,22654,21996,20288,13258,20658,19668,20787,16983,19535,17834,20942,20112,18358
79,94.92767,572.58,245440,248925,250011,273653,263302,242562,265661,288539,239111,248153,96484,263258,216606,242192,281624,282070,235132,227995,282583,232863
80,95.05948,258.36,224005,267635,221931,299948,161027,259192,210408,165930,211357,177867,62157,267456,207607,216117,270237,145643,208122,197366,167583,210241
81,95.05965,694.98,3279497,3475654,3413522,3964642,3378082,3879836,3869320,3742116,3759460,3403219,2424850,3967250,3400664,4051012,3562873,3316952,3069448,3684534,3571496,3201486
82,95.06042,76.86,25522,28178,8819,8649,39089,23268,22696,53659,15108,34956,24161,17957,43714,17116,17653,26019,23419,29759,18612,26977
83,95.061,244.26,381633,369944,12435,17444,300158,164009,125269,191701,47666,277228,72046,265520,354079,397898,310534,401978,339003,121449,367974,358669
84,95.08297,54.36,17540,17015,43984,18919,22335,43847,37130,14259,27991,33745,36109,12184,48312,18190,11199,9883,16738,23137,12613,23845
85,96.92531,572.52,40534,41572,42036,45622,43313,39378,41831,46723,40430,41990,14825,42982,35600,40754,46292,46869,38739,37759,46627,39515
86,97.10104,51.96,8969,9302,18137,10185,13110,16362,24107,6864,19068,12744,16938,5112,17004,8265,4487,3660,6744,12547,4185,8517
87,98.06976,459.84,142876,155969,133742,157749,126275,94145,110948,199785,160437,143539,44731,208279,166579,145916,158155,201674,166723,113041,226053,149081
88,98.07101,547.86,233046,264119,253139,244393,240791,237834,226046,270978,137823,259611,250771,324872,361942,380913,413749,403230,390412,247509,298607,392465
89,98.97477,482.22,420360,377237,166386,262090,552258,363433,190096,419695,368463,360087,107803,325821,239919,233536,226143,465534,135315,186475,427903,350703
90,98.97599,459.12,146229,210536,185144,267139,362096,173579,188643,315538,169820,173903,219265,222928,133268,255995,221004,202370,180696,246185,192019,166387
91,98.97603,506.22,507763,516953,485413,210685,969358,134358,489605,753785,198090,228048,418576,578563,136951,408902,236758,297335,855089,359516,802459,194719
92,98.97612,402.42,410547,444364,687779,193337,535942,180102,443391,454916,861849,438052,213932,162767,266427,133333,550359,1625537,697211,586226,1450921,993999
93,98.97615,536.7,187384,150790,168346,140846,243926,144835,143458,359355,158438,305796,117407,174755,133091,231507,194912,522916,254950,113519,207313,142631
94,98.98078,53.4,38189,60995,79292,40126,43315,73118,69661,45899,51901,76472,74550,54882,68361,50217,44597,49175,53733,52397,45425,54518
95,98.98088,71.1,22534,33593,23714,23333,23726,35599,23277,29156,36463,24198,55447,46423,28217,31587,34353,28971,26415,51598,36297,23075
96,98.98316,804,1144119,736005,773472,855474,1051533,706862,848145,783591,1141213,1220483,76073,1141855,606625,905149,1122269,1143038,848698,776427,1307499,1024890
97,98.98452,728.22,83434,80272,84625,79829,134512,88529,93410,97966,75613,95026,22639,74600,57022,77263,68767,98487,82555,84369,58486,55513
98,99.0529,709.02,15328,13787,16923,15962,11402,18357,13831,13247,15341,12908,11733,17275,16867,18451,16974,15428,14962,14110,18340,12912
99,99.0542,662.4,31188,34929,32068,34926,30466,32734,35062,42733,33981,39438,23765,37567,36397,35932,44543,44715,42929,33754,50938,38667
100,99.05447,63.06,20577,24174,13222,14931,29009,17111,16934,18479,15411,23213,13772,20076,26795,20623,26876,30936,23532,10272,27237,29036
101,100.07378,91.5,1974710,2571882,2888092,1864038,2354358,2848470,1950637,2555462,2562576,2376351,1949901,1876671,2530588,2331209,2366911,2246876,1802675,2044600,1893320,1529585
102,100.07403,2.76,174752,434607,345461,533025,406981,505960,351090,467706,480175,396300,468035,341625,434363,933244,440687,408403,427529,736094,426437,378708
103,100.07468,75.66,836925,1021410,1088283,698997,1023427,1149092,1014989,1604339,1095353,1088071,1149921,1050166,1064355,805258,1065160,1170717,901112,957154,1111889,983907
104,101.0938,61.14,58858,75140,60145,35902,84562,108768,96483,95946,56814,65525,43748,71364,50288,52023,61794,72801,73388,53672,64183,69676
105,102.05327,732.24,98496,114626,98651,119883,130976,88826,128114,135867,94796,146386,7767,111401,75830,103466,133571,146460,117967,103290,138478,127060
106,102.089,650.52,590920,568865,650320,666973,618793,608019,591662,575151,585579,514146,368322,501371,546828,450921,470513,446787,517920,312392,478713,465252
107,102.0899,581.88,457816,676946,449563,730255,790142,501809,634890,769442,170934,551368,12337,1254812,819531,493570,1555378,2443774,703470,742425,896571,674958
108,102.08992,560.22,293824,675234,432415,323633,317889,98260,239913,417643,427686,181239,52144,1010502,541845,684790,1551466,552660,865948,544371,626401,737538
109,102.08994,175.38,142532,120346,191250,185023,79219,180066,139446,96576,190814,269465,88758,120013,72208,69774,145364,94203,208558,120644,156262,142340
110,102.09044,69.36,29042,31462,33730,32124,17964,27834,17299,20010,31205,24006,33167,27755,32800,29113,40199,35301,34852,23209,35628,37235
111,102.12852,67.38,61425,55397,45202,53169,71711,68722,49246,102636,36045,74131,47155,48919,44464,56809,41306,76727,55712,33990,86994,53031
112,103.03657,650.94,253714,214591,291730,299617,284634,284270,301638,271446,276425,215545,15273,77912,43812,71842,70883,102431,88003,110969,83242,77002
113,103.05101,74.4,28967,17460,11666,20332,11723,13336,5787,8852,32967,15839,18788,18727,34055,19925,22991,16860,12660,25014,19505,15303
114,103.05178,461.82,34703,36845,35149,40118,26884,30659,33858,34438,35441,34682,6099,38936,29063,35600,46561,39294,34075,31485,40141,29905
115,103.78511,488.04,196061,178362,209944,190004,177066,193383,181380,186632,184524,166396,100636,203814,188602,195710,224172,203859,206039,192134,210917,191312
116,104.04594,58.2,9831,8128,11892,7326,7281,13248,10250,4842,10070,6841,11888,7400,7121,9839,3938,8819,11054,9337,4909,12929
117,104.06819,119.7,17107,5336,16792,3441,1810,9101,7292,5837,15593,5162,11176,13692,7682,19748,34168,9562,19309,8425,27682,17314
118,104.06953,684.66,1047761,972016,1066676,1094770,921096,1037276,1014666,1039820,1084343,951092,496128,1076376,1019648,1042259,1199317,1010733,1064012,1032949,1152608,1018876
119,104.10387,907.08,150769,54761,125373,75423,66384,108370,88548,236896,114911,95856,17830,233500,119180,186057,123233,44472,188451,128100,129061,123123
120,104.1047,716.88,1254120,1549705,1505322,1416510,1463176,1674396,1458291,1421162,1342592,1729915,207029,829609,1205467,878031,1073073,807605,1317915,1378280,854064,1051607
121,104.10536,471.78,106343,113992,122959,105259,110680,125040,114220,107363,112588,107733,89098,105670,121984,104249,110496,90467,108746,120475,108787,105597
122,104.10542,454.38,88774,112424,64140,39288,71609,104314,60249,151174,109086,47371,44140,68835,116259,105756,100049,113631,77997,44129,104665,86519
123,104.10548,487.92,33905936,32402350,35953280,33288954,30731890,35422680,32439330,32559238,32583046,29977718,17161192,35651320,33817084,34458600,39855492,36910616,35847180,33747908,37755424,34407520
124,104.10677,380.22,316354,243186,191630,51972,244406,290225,161332,260196,316094,89134,22284,244662,209063,57576,264068,267756,307127,265952,113393,168552
125,104.57278,486.6,17634,14670,17747,18350,6811,5787,17420,16595,5341,7669,3714,19980,3283,4587,8850,6062,6453,16517,19029,16950
126,105.03024,351.96,6754,15305,11677,6122,8729,13504,8504,8965,9041,7504,3122,22519,10525,17548,19998,17194,14921,14563,18391,19697
127,105.03025,336.72,11008,19038,20777,8590,15020,25248,14639,15913,17818,11866,5471,31536,13435,27187,29420,19674,19499,25522,20338,23459
128,105.07121,55.14,17569,17529,20016,13302,15138,24940,22009,13241,21717,18395,26231,16486,24856,19542,13776,12788,18551,22169,9849,22657
129,106.04972,690.54,39165,36082,30106,38946,37741,37306,38747,40784,38294,34861,747,9464,24069,29292,39942,36925,33776,29926,38132,26585
130,106.0617,74.88,150520,164370,126845,192285,178883,226135,185084,141138,146518,131416,142827,160189,193510,143044,59560,68308,130131,138256,58738,137495
131,106.06174,58.44,118910,83581,90479,88889,160238,114599,116042,110419,152272,95599,105188,110184,136738,112820,44781,47254,94751,96676,34343,89866
132,106.08411,559.44,60151,63276,52151,61671,50881,37333,53168,104427,59963,59214,43562,69061,51368,57855,91318,102197,58774,56489,82716,54333
133,107.06815,60.9,168499,274578,242753,167279,265097,380876,260883,288435,186847,236828,221169,259469,264067,171799,205221,197717,207547,189066,236724,245514
134,107.07036,55.38,110370,138583,150129,147696,119458,156769,152678,131129,153212,146603,117284,108883,113477,106535,98452,93909,112321,114610,80037,112844
135,108.00849,532.62,480849,481921,483102,506950,474411,463771,470779,487750,483833,454037,158569,546810,475828,503587,572126,580392,513033,517222,536489,492664
136,108.0524,186.42,542041,603933,639156,920201,496856,195952,480215,486376,535186,398735,403706,527460,423777,241807,691503,399679,444038,414226,376646,319905
137,108.05322,654.12,60004,61437,71357,38703,37326,102889,55900,32431,88396,78076,130917,115979,161917,125258,15398,14432,122540,124132,13857,112440
138,108.0536,96.96,583426,1078513,860381,847891,1026292,1371529,548084,524504,1707371,2038552,93211,1241966,428395,701255,4223200,1352402,790496,826530,857825,462488
139,108.05371,91.08,718063,614341,772141,847891,158792,379537,810244,1233848,408428,779716,788877,1162593,829272,892137,1452645,1159472,762150,1006975,892072,906014
140,108.05398,77.16,412700,451573,376327,407908,311065,370799,381327,376293,410885,424232,322537,430180,461232,408408,511749,534888,455430,481992,373294,413144
141,109.04035,186.18,38348,38191,63685,82979,77830,40776,27519,31770,75118,37420,122964,64002,48161,22540,6732,28984,11379,57267,34787,30524
142,109.07401,335.82,156544,122295,4448,3770,91651,22647,12042,30647,8708,106886,18222,145018,70382,149414,195147,229943,153608,51798,197606,189806
143,109.07406,64.5,30353,31954,35769,34086,35118,31646,42324,28560,31196,27887,27698,30676,29272,28744,34553,35891,34155,31924,31177,29534
144,109.10072,52.8,43899,44841,85521,28891,69236,86497,89952,36771,83203,40418,93542,37497,86173,52895,32860,27788,38979,28827,28242,51416
145,110.00478,532.5,20903,22563,23524,25174,23902,24146,21730,23907,23126,22653,7710,26525,23409,22872,27991,27289,23911,25295,26134,23039
146,110.03281,388.14,46102,53287,54863,47492,54667,52939,55579,57452,50235,60468,8860,29875,30728,30815,35001,29201,33851,37558,30442,32235
147,110.06823,455.4,213003,224898,208479,205585,198699,231845,225903,281456,236991,210174,100488,269253,229035,277333,283014,252450,215239,233854,278218,212208
148,110.06891,1140.3,248125,278418,356248,343241,286325,358418,377345,253920,268011,79116,56030,283727,230839,387930,183784,247975,333767,287497,228458,114312
149,110.06958,578.4,93295,80606,10668,21350,106001,18731,21872,98996,15392,92056,53684,108857,52411,86298,205271,240583,130463,42725,246892,131574
150,110.0696,952.38,415136,417723,501436,561792,412260,563195,403561,531539,331687,354362,97002,276453,534420,471595,227487,352460,374476,436683,362524,346022
151,110.06969,940.98,188326,196042,248980,566961,398448,290956,177974,396925,281434,221070,57664,310151,511690,588470,1245771,308091,188633,646627,304745,368334
152,110.06972,712.8,301809,289434,470728,1233218,792909,750166,623505,750759,418337,535448,38273,690572,42879,235490,1004781,1217493,322008,327418,998381,143720
153,110.06976,731.88,5601888,6034352,2824046,2964823,3209180,4582350,4395692,4553462,3961595,3549080,24698,5064379,4361912,7572530,6601457,8374656,5186861,7717585,3774262,5383191
154,110.0698,808.86,2138114,1540934,2746880,1355576,1182810,2117083,1874845,1935685,1788344,2301784,138489,2173481,1473061,759882,2095784,3247474,2049326,1502248,1437722,1873791
155,110.06982,795.78,624568,729207,904458,764406,843244,731777,860766,1389696,588630,1390475,161101,1486364,452514,1185864,1631018,1747360,754137,565372,1544209,800846
156,110.07088,416.4,250485,320592,200374,163926,187500,260827,328029,366364,277337,280830,6732,391357,67197,291189,382898,334136,233910,277053,350539,280409
157,111.05246,290.28,615118,720764,1581672,1350218,1243442,1700924,768508,1429636,861996,671332,1403796,517208,764387,1375575,1458966,495128,701494,980371,554020,731705
158,111.0526,270.9,1934455,1289089,2362544,2126616,1068793,2216100,1534091,1708063,2232382,1271064,657849,1158315,1355452,1115195,1249520,1049262,1146413,2111712,561710,1109943
159,111.05329,150.54,2386162,2893903,1543102,1238465,948772,3706512,1375186,6785397,1764935,4191758,3975723,3562994,3328536,884072,2373621,5381807,1122130,3015786,6224336,2563387
160,111.05334,456.54,174261,166504,167237,217671,173053,193994,182949,210666,166614,120142,57766,182565,179620,191751,257147,143264,171255,178924,228805,175358
161,111.05625,185.64,3722576,3962880,4000768,4272865,2894605,1928922,4091318,3138584,3213026,3352630,1870696,4658970,4967062,1051009,3490628,2083884,3613872,3677518,2612344,2524562
162,111.05638,145.02,7212918,1467692,9270998,1115280,999119,7716880,6634898,1123432,8447773,2603138,6069201,7699538,7654702,1331525,8239539,2289060,2603726,1920692,7023918,6208110
163,111.09066,61.86,36467,43615,23559,32940,39931,35985,34248,40022,38942,48087,47901,50260,52575,47545,47659,40333,43136,43753,46917,55187
164,111.11698,52.14,38667,54547,69680,44210,64508,72389,89716,42213,79069,65545,71014,35900,51965,46281,27728,30140,34726,53530,25245,47196
165,111.74295,694.92,20641,21073,20993,24250,21245,23394,22711,23018,22277,21415,13401,22689,20985,22400,22359,19758,18730,23178,21211,19713
166,112.04757,74.46,10346,12641,2026,4699,8260,7030,4405,7350,4596,10345,7336,7877,10148,10236,12486,12590,9628,5267,8596,8946
167,112.05069,431.1,129147,150431,140301,133363,137450,154029,147032,139019,127402,160451,28745,119602,113405,92142,91593,133601,118779,123612,105155,114579
168,112.05869,458.28,164489,168147,159730,187156,162566,186149,181501,170135,170784,153463,73011,185766,195138,190945,198880,202187,193339,184034,195770,186531
169,112.08487,599.4,187168,257427,158960,84171,156278,139896,46390,50351,88910,225666,83411,250808,218167,286820,274572,238062,186540,176386,275706,237311
170,112.08575,694.98,3423351,3664538,3616458,4316100,3584400,4078086,3972873,3951898,4258850,3567666,2761186,4157313,3938228,4213734,3863246,3581877,3278961,3901294,4032905,3496835
171,112.08607,961.98,110325,81655,143521,139874,133740,137647,155776,50066,88122,137191,29894,118000,82788,72147,96722,79747,67535,130363,173265,104296
172,112.08618,244.2,532438,492149,9082,4623,381721,214265,109827,220892,38561,356130,92586,343039,514296,529922,457044,591793,454888,161905,497193,568991
173,112.08742,536.94,619447,644429,702481,292317,557754,661245,327683,656175,709622,614557,116168,875333,834449,841632,768624,715997,724958,318873,754724,383398
174,112.08768,503.34,1629596,2053344,821731,898713,873631,974024,2248076,937408,1163723,995380,475864,1711888,987936,2323246,1127128,1926058,1772764,1735939,2081302,952861
175,112.08775,481.26,576805,767413,653933,583407,651522,820127,969400,949103,853175,737718,38653,925675,531849,1009044,841525,750137,601204,891883,854422,686283
176,112.08798,258.18,91694,108087,74400,120575,57919,83776,77694,45754,76630,56208,29170,108678,77541,98858,71298,51977,68062,71467,51479,56495
177,113.00012,540.78,7098,9944,9173,7576,3689,7691,2877,3191,6883,4141,1232,7079,9386,8276,12431,9569,13862,7463,8894,7727
178,113.03558,284.16,170531,245340,283983,217703,386101,276955,361735,357424,214958,541202,43787,204750,135682,186390,200332,229397,156646,172756,182782,199648
179,113.04416,458.52,27319,26033,10475,25072,10992,26279,30643,27250,28086,24154,6736,27393,26348,24752,31399,27285,27956,25099,24409,26205
180,113.05933,53.22,36272,44058,60751,32741,54574,65737,56802,48949,39952,62593,58142,24567,36644,34403,20820,30853,25835,22479,15882,33148
181,113.13046,50.88,10417,12633,51533,12771,11871,29360,19121,8485,19666,17449,24994,11412,30439,14439,7935,5484,11470,16215,6380,11763
182,114.05482,555.9,48342,66524,63496,42786,41273,52899,53905,69363,62612,48920,21240,81369,63314,88226,76800,76471,78578,47760,79452,88806
183,114.05483,662.46,37240,114607,106492,91635,80626,132079,63573,128255,133271,120498,32734,106818,48009,190394,81452,81798,71652,107474,91626,47939
184,114.0549,635.28,55635,59422,78260,43009,46072,90299,84040,43617,84797,61749,42673,57499,78727,79425,38764,32898,53690,84075,37115,61903
185,114.05513,722.7,51712,62177,37948,48942,58719,84813,76363,72133,86286,49153,18236,86025,44062,84204,69351,84037,51065,58839,76992,65335
186,114.05516,677.16,84851,95872,101119,75173,85274,107638,126249,117227,70359,112697,56774,111493,95019,117333,95312,83312,81965,117309,93964,95659
187,114.0631,295.5,88032,62892,116933,95144,68469,156242,83023,73923,94037,61463,39893,75751,61225,104923,89011,66829,77691,51556,117503,71730
188,114.08872,91.14,230752,157240,223446,206869,124345,301990,212464,288206,326674,232799,256825,239387,168271,249359,258844,242012,129401,233722,205391,144017
189,114.08959,67.62,223583,226730,238828,136386,134589,132465,220982,267430,226976,217621,215990,247383,215668,221313,261718,236204,238800,229881,254260,238456
