name,mz,rt,W03.01,W03.02,W03.03,W03.04,W03.05,W03.06,W03.07,W03.08,W03.09,W03.10,W30.01,W30.02,W30.03,W30.04,W30.05,W30.06,W30.07,W30.08,W30.09,W30.10
3022,393.01657,830.46,17098,23982,26032,20129,19687,32852,26617,29908,19930,25385,4957,26221,23389,34529,27734,25518,26124,21364,25264,22749
3023,393.10876,467.28,19651,19968,25791,16315,19215,23263,19215,12200,20629,18950,5240,17791,19824,24017,15247,15469,20874,23886,15251,21239
3024,393.19629,54.18,23205,11673,19439,13642,22123,21556,56265,11377,37678,26447,39181,18324,37635,26637,4670,6115,21513,19295,14199,14294
3025,393.23859,347.1,16835,12896,17875,7743,22394,19113,14587,19196,14615,9344,93,8565,10198,13854,11784,12149,10017,10970,15069,8025
3026,393.24133,356.34,22943,16944,22727,13447,19156,20359,28514,20007,21381,18903,13777,10147,23629,15614,13918,13487,21499,19105,16720,15337
3027,393.2937,273.18,13630,23020,32844,15459,24144,30405,34390,21657,34772,27799,24589,22584,26019,25366,22071,17861,24092,30117,3275,20507
3028,393.29407,642.3,62044,59812,62115,61858,55773,58476,56310,56469,60468,59428,90734,72515,83559,66127,70166,62337,67261,63632,65377,69430
3029,393.29706,707.16,30733,18776,25771,25226,24335,22708,27027,12747,31874,16890,41231,16895,26434,31738,40794,36767,32426,28067,32275,29224
3030,393.29715,623.16,31767,18008,22093,18241,23014,22898,25389,22008,27561,24354,22901,26702,24950,28957,21373,28820,39492,15047,23899,21551
3031,393.31232,71.76,61783,70196,31524,8232,77013,56313,39877,28299,24402,111699,131870,34700,67614,77425,31164,24798,55404,31874,33942,63651
3032,393.31665,58.26,493676,514355,495838,259818,631620,687116,662435,269385,362505,773085,1114747,505685,388136,798245,279607,397388,700415,548214,393085,709720
3033,394.07007,541.08,31974,27160,21543,44186,42486,46953,32609,41754,18654,14130,2666,31440,17534,15131,34010,14339,30768,6202,64935,24207
3034,394.07083,602.76,63568,49178,62341,82913,30640,153394,130401,118642,57485,15172,41527,64457,49660,47236,43214,76593,77944,30020,72432,60557
3035,394.07141,564.24,29693,24733,28009,26784,25575,42209,34585,26657,35840,25133,20903,29755,22727,22784,23987,22479,25591,20289,27967,27913
3036,394.07324,462.96,31281,15496,22318,42595,25978,36769,24723,28846,27854,27110,743,17172,7060,16778,17292,14989,22674,12771,17814,9042
3037,394.11166,56.16,21451,29084,54215,23132,40597,53880,49879,14066,32797,29490,69797,21501,21898,24713,10314,14659,36018,43795,11058,26223
3038,394.16449,678.48,13187,17674,15638,14567,19564,18487,15363,30777,17926,24277,1117,3395,2845,2715,2251,1971,2891,5104,2771,4147
3039,394.18939,860.76,16780,16694,15059,19234,14458,14810,13929,22172,16662,13605,274,15130,7718,13362,14203,19029,8939,8506,23147,10243
3040,394.26785,74.22,28631,29584,36104,28513,30823,37364,38662,25820,39812,38075,51499,21691,38572,25478,22305,16996,26947,37454,15690,17348
3041,394.30682,293.28,12141,8862,14498,7407,7128,14662,13657,6001,17031,9083,46022,10358,18793,12574,11484,10092,16446,17983,12725,15119
3042,394.36517,51.06,228430,254045,476634,214838,410967,453378,800684,185881,431421,398873,466319,153685,346032,226025,61981,89156,142727,254005,120529,188291
3043,394.51581,79.86,3886,5458,10204,3556,3143,12569,20041,612,4780,8999,15,4188,7860,3441,332,1445,3852,11338,355,5559
3044,395.02164,532.56,34756,28153,32080,25221,41143,25361,25257,37346,24707,29621,8199,32597,25536,24780,51598,52184,30620,29559,42567,28931
3045,395.17526,392.76,31438,31563,25149,60837,68669,34830,31793,65380,30519,25772,4942,32636,18436,41107,40448,38891,25923,24990,42862,23221
3046,395.21103,666.18,7883,8115,9837,8641,10609,9256,10996,7187,8869,9443,8993,11053,9838,7150,9048,6929,8049,9289,6729,8477
3047,395.21927,54,10837,5897,19005,6609,9848,17035,20107,5400,16831,12755,26368,8892,20824,11350,2875,3250,10950,11428,4252,12512
3048,395.33002,55.98,448087,539279,279560,165100,1032942,459678,183354,262020,255310,900963,839274,414964,704216,1027934,473337,506659,464368,477544,740693,546162
3049,395.33185,72.54,173331,236544,103414,53768,315762,198390,133494,110794,95929,379702,315067,94791,148261,263496,95632,126185,160990,89551,175815,159445
3050,396.06754,630.24,16316,17979,17668,17208,12427,22988,17841,14397,15285,17237,7027,18289,18445,16181,15337,14220,17981,16444,12933,15471
3051,396.10168,375.48,48168,77704,105520,57584,46330,104716,53174,49568,50239,43079,7938,129956,79573,117921,151689,133997,104374,74047,149796,116066
3052,396.10297,365.04,7517,8052,15287,7247,6932,16531,5822,6541,6499,6305,1199,13215,10503,13145,19613,17462,12749,9653,21981,14574
3053,396.19025,71.52,27384,45192,171724,10747,109329,66214,14129,47333,25037,13860,7189,29486,28979,11942,15546,10672,25850,18363,42685,12665
3054,396.24573,53.52,5087,5532,12616,2691,3136,8031,11203,2627,6994,7412,13054,2848,15523,3677,2455,1751,6185,9813,1369,6059
3055,396.32974,59.34,812632,817052,873536,655753,1017252,1069452,1118078,525519,823702,1136678,1499894,839386,929130,1106036,443035,597679,1060362,1040334,656427,974765
3056,396.78989,572.58,29561,30200,31246,31833,28111,25811,30989,31016,31873,28411,16668,28792,28904,30284,28631,28857,25653,30404,28251,29739
3057,397.04199,673.62,21504,16927,18690,26234,7970,19146,10450,9132,15508,7764,53,10799,8254,12447,19062,20940,12832,15192,22249,11026
3058,397.19916,60.06,334671,367754,416817,267477,340286,437088,471524,207051,407774,422767,597781,318957,493706,385497,213430,239673,341615,385376,209556,381988
3059,397.20142,52.02,41325,45662,80676,37193,34457,71908,80219,17885,77817,50315,122365,45112,63925,56692,20290,20812,45331,61671,17768,60713
3060,397.30658,399,37983,19445,26227,15777,11741,24091,19982,41805,19770,38851,15994,23710,28899,17308,29192,20094,28218,24105,48868,65195
3061,397.37674,53.82,29762,62481,13848,10468,91058,21113,24546,44966,20957,32221,51683,83764,85920,114581,127481,149365,92334,59964,264959,118101
3062,398.03152,532.68,124152,122649,140450,130840,137879,134089,130764,126677,132958,130890,72777,130132,130701,131786,130108,131253,127595,128133,127295,122716
3063,398.13632,590.7,39305,22278,28010,27486,14739,21647,17734,17497,26372,14475,4315,36764,114824,38419,57707,44598,62412,72086,54432,44677
3064,398.18149,79.68,7350,8287,711,685,4064,4774,2835,2097,1485,6314,19134,5303,8791,6754,5349,4417,7898,4318,3980,7774
3065,398.22751,373.98,14506,21126,33756,12804,9336,17348,24057,10534,27571,22224,33291,32091,64573,33614,32697,29819,56558,71270,27796,54947
3066,398.22995,362.58,5144,15697,8484,16689,3572,10894,7810,4691,6854,11724,10988,6623,12983,30992,11090,5600,10765,18164,6618,7755
3067,398.29816,71.52,44437,57382,70535,45232,53283,70473,70583,34089,66335,66547,94807,37182,70480,44612,33120,25131,47974,61295,27228,37407
3068,398.3252,307.56,44305,45112,87811,24201,196404,126117,397124,320373,81790,565677,38217,5933,8066,14733,1741,7448,3942,12835,4340,10011
3069,398.76865,575.58,28084,28457,29418,23048,21271,44842,31420,24519,27115,27453,37983,25933,46881,25910,23374,22136,27982,44264,22600,27944
3070,398.92099,642,27998,30916,31284,39720,32127,31973,32138,53153,31526,31041,22136,52312,30431,33864,60834,50745,38723,28084,61158,36385
3071,399.07571,540.06,28931,23699,27961,22720,45142,25929,22362,38641,22821,25207,6070,23585,15611,13635,34628,34219,22934,16115,29383,18487
3072,399.07904,556.8,58416,44231,124119,44691,184558,60060,107289,77928,93209,48542,33292,100270,87447,54359,134932,134941,104053,39076,120000,92453
3073,399.12781,381.54,6267,10080,8761,7451,5427,9122,8729,6386,6405,7030,2870,8007,7869,7450,8782,7016,7143,6999,7187,7860
3074,399.1723,41.04,20609,9883,23536,11478,21118,14033,19927,8415,17422,20140,23982,11754,16446,9634,9583,9754,9596,11506,5289,7279
3075,399.19748,628.68,22936,27407,27801,34087,32358,30782,26828,31748,27260,31202,1934,7334,8040,5959,8535,6683,9312,9785,8516,7524
3076,399.25345,79.14,37759,50376,64500,26514,22433,57056,35402,24186,48585,44973,17533,30852,52997,25492,23364,25964,30694,44312,18503,28935
3077,399.32373,55.26,31770,41211,49814,17390,31442,43623,34899,18408,14168,37581,85784,20697,61001,43106,14276,17996,33542,33635,10841,33077
3078,399.32986,62.04,40343,60808,54929,27890,67225,62613,45789,24794,53614,77966,98253,32380,47834,63417,22928,23685,39774,36191,24316,40882
3079,399.58694,79.2,17815,23972,32321,12869,9640,25327,18001,12739,22089,19235,315,14852,22577,13923,9108,7513,15017,24106,11188,13487
3080,399.59265,57.3,3494,4232,8862,1947,17382,19697,27889,6350,5503,14983,57766,4246,13554,7038,1642,1466,3532,10074,2228,5825
3081,399.92352,79.26,7042,8699,11976,4974,1936,7252,5515,4528,7244,5064,98,5921,8612,3436,2626,3442,5196,5699,3882,3958
3082,400.01822,532.56,19009,19886,22390,21098,26259,18302,16296,19239,20525,18891,11051,20367,20083,21242,21533,20558,19371,20970,20679,17723
3083,400.09671,804.84,55299,131005,78166,64351,58389,82668,54668,57971,70313,56160,1048,99103,64304,78316,107631,73158,82887,63133,96349,105714
3084,400.09695,758.22,12459,12864,3414,23510,3693,1574,2857,9362,8430,1519,146,9204,5180,5208,18597,17115,10037,12806,23378,6346
3085,400.20624,316.14,14646,25076,12585,17725,12946,15412,27695,15499,18556,9850,2851,13708,13700,9668,12971,12852,11935,10306,11349,11711
3086,400.30511,56.46,20203,23659,27433,14453,19595,22733,21232,22730,27112,20266,27962,17271,53361,39406,18550,16709,17994,31757,21745,17033
3087,400.32126,77.52,22658,25323,24272,22831,8516,14800,17078,15157,35636,17648,41655,31652,34347,16958,41421,36469,25183,59439,34385,17876
3088,400.34149,291.84,157000,567213,1088130,6513,24854,1030122,3151778,784794,813277,2746806,4603,25281,50492,31554,13983,20881,25611,80777,17931,68040
3089,400.34302,276.12,339736,1409937,2297416,499515,3382994,2944014,2494403,1726239,563807,3779441,2629,51162,37952,156292,29613,54003,33248,52038,46588,67306
3090,400.34378,305.58,327035,1038557,1979592,299545,2108036,2407870,3727366,2208589,692627,4020380,193697,50201,48513,87833,19343,54992,35944,83377,46173,78008
3091,400.76306,575.34,10612,10087,10302,10327,8635,12253,6240,9168,15831,10452,12754,9500,18684,10027,8088,7870,8927,10433,8494,6017
3092,400.90134,642.12,22412,24528,20239,24907,24939,21492,23898,32829,22581,21993,17831,32809,23135,27521,35846,31125,25086,22544,33957,27145
3093,400.95465,546.3,9456,10722,7927,9314,2942,5542,2911,4527,8537,3929,1330,8750,7458,7307,13184,9487,10702,5745,12309,12060
3094,401.12958,53.4,2658,5576,4487,5802,8922,3877,21103,3744,5933,6501,6693,4803,6850,4588,947,2072,10817,22001,1962,4565
3095,401.15005,42.78,15747,7963,18836,10858,14802,14617,15873,8621,14324,12632,19218,12409,13647,17718,9942,10235,13391,13673,7105,13339
3096,401.23419,541.44,10424,15777,12236,14623,13602,10039,15674,14218,11039,13237,885,3518,3725,3018,4379,3971,4000,2993,3733,2959
3097,401.31906,68.52,30217,20046,51644,18423,30370,53386,56975,21380,28339,41714,56008,21951,39883,36120,18082,22385,21034,35026,18294,31383
3098,401.32336,79.5,47817,63496,63610,46809,36525,55452,77675,35529,66924,96103,23675,33327,42012,26275,30043,23857,30382,47779,25033,30522
3099,401.32645,178.68,11561,13096,20987,5295,21053,22315,40380,15600,24567,48420,61760,4063,3717,2025,2040,2173,4074,5984,1441,2419
3100,401.33765,55.68,33607,22265,46789,22988,24857,35897,31410,17235,61497,23035,62239,22901,62643,53862,15971,14031,24425,27981,11543,19040
3101,402.0509,881.94,7714,10634,9183,12476,16555,12538,16313,32078,8361,23034,97,9740,2327,14313,14303,23663,5449,9097,10883,10047
3102,402.20648,368.58,19012,16584,14300,15043,6309,14025,6140,12224,12116,11199,2932,14600,15374,12849,18861,15108,18497,12154,29116,26483
3103,402.20929,79.2,18507,19588,29588,18014,9039,26172,17297,8919,21706,17029,18386,15956,24568,11664,12716,10592,12817,25452,10795,14614
3104,402.21121,546.24,1974013,2359730,1723172,2595106,586175,1343083,556980,851350,1818627,745723,162389,2002586,1573789,1828558,2846781,2160542,2441990,1137466,2646504,2603170
3105,402.23364,483.48,29409,21497,25421,14963,20255,25286,15591,26704,23860,21149,16839,16582,22383,32929,10906,16130,16798,18056,15980,18743
3106,402.88043,642.3,129961,152954,126336,145026,136531,135941,148013,137138,127158,144063,103727,174543,142694,163040,160129,136396,142765,142046,153141,152867
3107,403.07608,774.54,6003,15257,23745,8770,51765,27134,40932,39998,20033,38060,1539,11679,3964,6092,6380,12932,2604,7681,10775,10282
3108,403.12939,760.26,50383,41148,36580,60702,36314,74850,49002,59296,43280,51197,7856,52985,28437,75073,55608,54711,43516,32796,56022,40368
3109,403.13123,717.3,11916,17381,21630,7698,13411,24721,14750,12835,17208,18004,4161,9868,19970,13815,9204,7757,15729,19133,7602,14216
3110,403.20636,375.42,5535,9429,19696,6516,8682,14731,7512,4464,7407,5950,1832,12695,17100,17226,9503,9159,11873,10476,9532,12118
3111,403.25439,71.58,9380,12390,14196,9347,11062,16844,17132,10273,17024,16874,22205,8541,23103,10053,7662,6179,11463,14958,5429,7873
3112,403.29694,53.28,6450,8753,20566,3776,7515,9744,24497,3994,13328,15477,27546,5371,74756,8992,2201,2170,12116,12526,2453,22931
3113,403.34778,79.32,131138,176196,163557,122219,101026,113106,141517,88105,185776,166588,147356,95878,154322,140249,106216,127029,83821,113132,116849,135735
3114,403.42282,57,3044,5553,1511,718,8120,3378,2040,4678,1296,3611,6248,7322,12338,10742,10603,12724,8178,7205,20930,9609
3115,403.79037,78.24,13409,12591,17920,12276,10429,14650,14967,8607,17558,13134,21576,15246,20408,8664,7666,8967,12242,14245,7601,13882
3116,403.86346,51,48994,17074,163344,26591,22217,105644,97513,4100,91780,26349,283883,12851,108156,52341,1546,2337,35448,51993,2064,39929
3117,404.06363,51.12,61603,22756,186173,36788,28030,129013,121419,2840,96888,40931,409084,14817,138302,64174,2907,2177,45354,72913,1902,50996
3118,404.12881,717.12,65152,76599,89615,52678,71561,99354,80130,49287,86064,95399,14863,41932,99338,59257,42674,26834,77242,99461,30494,64824
3119,404.13766,388.38,56076,67310,62803,52063,78744,61321,70322,66191,55499,76702,4651,51326,57849,55070,66429,73750,56449,66921,58821,55636
3120,404.14331,297.66,112024,52581,56027,74873,12325,74945,18615,19038,70148,13029,8784,65712,38532,45360,51928,21142,53551,29927,41537,32138
3121,404.17236,860.04,14338,10431,8149,12386,8157,9425,7530,11047,12489,7352,811,13816,7323,10278,13513,12231,9009,9038,16526,9702
3122,404.20746,61.56,12184,10225,15797,11697,11788,17408,13103,13520,15985,8691,15837,9368,16065,16605,7373,6758,9918,13617,6370,9159
3123,404.2233,79.14,56319,38954,29839,32374,8090,12478,21189,10925,68931,14964,6698,129016,170906,96818,144823,118382,97298,447792,135482,160348
3124,404.22461,218.4,9268,5704,6551,3715,1194,4331,3617,2395,17480,926,211602,19396,10974,16142,20865,28159,11604,54290,15139,14875
3125,404.26105,51.66,43888,20213,143321,27508,38985,120839,106120,10665,87372,39646,309507,15801,127296,43106,4720,6791,40626,61508,3105,42398
3126,404.41061,50.34,55566,59803,74335,34914,53368,95468,81708,25400,68208,58870,204983,47871,97167,63621,26490,25769,67901,85752,25554,58278
3127,404.81732,790.56,7601,9657,8342,7797,3164,9221,6984,4605,8362,6002,10276,7597,12353,11526,7131,6201,10478,10318,6273,9277
3128,405.00775,801.78,14601,13703,15441,16156,17863,14864,14501,18622,15646,18426,258,19612,11573,15421,19605,17596,16437,14694,20774,14606
3129,405.01901,734.76,10271,11167,7630,15732,6028,6623,8340,10031,9902,8546,539,13790,10811,15962,19370,22263,16277,13067,13788,15173
3130,405.08853,914.46,128009,28210,184634,102078,57696,69160,46463,44533,152881,150648,459,89207,172379,80455,121297,35039,50087,112050,39757,58401
3131,405.11908,55.14,6584,5768,11117,6351,10877,9637,15232,6162,13109,9452,19765,8620,9777,8765,2768,5855,13571,14873,5863,11566
3132,405.15665,874.32,18029,10226,6419,16559,9827,6165,9261,23676,14262,10397,430,12083,10705,14701,14419,17583,11945,12497,18381,8951
3133,405.27155,55.62,156127,169087,334589,82364,272677,488247,466759,102547,182887,304050,1171614,127773,393643,231201,46955,66224,164897,370229,47505,196909
3134,405.35336,79.02,89081,76386,75691,58743,20184,45259,53887,20547,92460,36097,107095,73042,100461,66711,72616,54509,75475,82741,50518,69865
3135,405.35379,70.26,6865,14409,10898,3890,12009,9679,13865,5598,6137,8503,20799,6191,19193,8644,6111,5694,7871,11405,7312,8481
3136,405.52536,55.68,130480,145807,280101,70139,236445,396202,414491,94116,172132,252652,1058935,113568,305674,195660,37241,62601,147577,310901,33973,176675
3137,406.07651,543.78,42902,33959,65994,32074,46828,26438,47791,33196,39883,32487,6369,36473,55172,38712,33869,25974,37729,52621,21318,28006
3138,406.12335,563.34,70372,68512,103993,61207,92826,93531,79690,33142,87724,73322,11916,69885,65560,85208,40629,39601,69757,71845,38284,75524
3139,406.13025,805.44,48528,69137,62359,43409,64613,67314,54618,47974,45531,48179,8804,46774,49935,54102,46412,36211,59603,48513,36235,47331
3140,406.13028,686.46,60541,64935,76961,78871,62198,75789,65788,53776,75001,67407,9322,50260,48465,48576,53403,47808,50781,63038,47289,49203
3141,406.13599,713.04,20626,29157,20991,14375,17387,16551,19065,10382,17636,17819,7449,28141,32410,24929,21216,26769,25614,28740,23589,26924
3142,406.25089,51.18,36542,61475,34734,55901,24569,92369,98600,8370,50456,74973,26498,28057,71567,61690,14024,11936,45776,95271,11783,63683
3143,406.35675,54.72,12477,12589,21779,8951,14300,20765,21866,6505,15833,15595,33073,10013,30671,17302,4104,5251,13816,17018,5806,14897
3144,406.78076,63.78,140112,153827,223849,121979,113059,227662,145290,137639,172692,188636,207563,132710,179310,142227,103048,119241,136571,145363,119829,193913
3145,406.78085,72.72,99894,109125,147207,79301,64916,151817,82800,72973,113922,106938,135788,86575,125711,105165,66098,69371,94399,92919,71083,126449
3146,407.07214,544.14,148401,163871,184105,125384,198361,102408,110082,96155,148365,133556,18788,135895,218673,149764,128250,88390,148672,206371,70969,164122
3147,407.0723,557.52,125436,91876,78488,45334,64113,141484,98070,33343,188632,130822,44133,100997,193256,183279,39290,98616,158203,77116,95345,128485
3148,407.11539,663.66,42937,18389,38241,31983,27984,26292,37605,33523,56673,39920,16795,34694,15714,25507,19462,16610,30074,35936,20803,20661
3149,407.1189,870.18,5187,12424,18126,6949,38311,27107,49670,52626,14872,47694,1187,9491,17182,6639,5201,9280,1578,10611,9501,12787
3150,407.13431,57.72,36869,31143,109422,49678,46740,62174,78304,46763,67779,47429,136481,55041,65742,55681,32130,59846,72618,80785,29789,75029
3151,407.33554,57.9,82145,94725,153843,75413,112106,125281,153118,57464,128896,113106,217353,104771,123367,123399,40732,50444,133844,130415,48188,107417
3152,408.14651,706.26,29260,19871,18877,29876,7190,10082,9046,15090,18766,6588,3976,26602,14592,25895,38749,43022,29135,16142,80795,23499
3153,408.17548,791.04,17915,16803,16592,18524,14858,16144,15543,19505,18288,18829,6936,20253,10260,15125,28195,29727,23096,14526,21466,14912
3154,408.21829,64.5,5410,4316,9223,8509,2998,8270,6740,2578,11356,4303,7978,4661,8918,7090,4038,3042,6041,8637,2339,4936
3155,408.25,364.02,45489,36177,41422,30683,33343,39177,44234,30602,48489,24020,76462,64576,124787,67504,56335,60398,76070,78990,66440,62320
3156,408.30704,54.78,8804,15401,42196,8523,19112,74650,34740,17018,54353,44637,47420,9660,94182,10992,6911,5992,18785,22424,17275,32132
3157,408.36404,55.8,62264,60811,120664,54624,71265,96170,106136,42969,92896,77138,156484,57699,100618,87758,27130,34173,82595,88954,24929,74613
3158,408.36597,43.38,67974,36993,70946,23545,52971,41391,54278,18586,47944,61499,74103,24476,56875,33021,20911,22012,24073,34503,15126,23229
3159,408.77206,52.5,16984,12996,55604,12204,19023,49907,47366,4615,27602,23366,75510,6324,30214,17476,1410,1828,13973,21833,2020,16052
3160,409.02454,52.44,16932,13989,52622,11231,21623,45502,46783,4148,26083,22351,91888,4836,37357,18412,2155,2749,13649,27460,2148,18082
3161,409.08762,887.82,27842,15533,32132,41933,27117,40661,25099,47235,29383,19273,345,11638,4184,13325,2666,10865,6285,5539,7573,5240
3162,409.11282,557.16,22022,26922,43150,30145,25482,42732,35849,16273,25263,30204,2441,13675,19392,18137,15470,13694,20037,18741,13916,21712
3163,409.16235,672.6,8704,9227,30568,10100,24925,31162,34752,18563,17020,26932,3344,4187,4773,3090,1007,3163,2473,3879,3374,6405
3164,409.2702,572.64,71199,65578,44770,72298,72518,38737,82901,71997,73668,42851,76941,66233,37000,68868,69607,63914,65046,68289,67876,60632
3165,409.30676,76.5,94253,122977,59226,25018,200723,125973,76388,53446,49767,270192,245872,61852,67356,143570,42121,56633,103553,63970,60217,109723
3166,409.30704,66.42,166156,223639,197820,97976,263671,228929,204150,106909,153646,313884,325868,111245,185631,213074,85288,94163,155269,182136,97231,166795
3167,409.30713,56.58,90478,114772,115139,42797,186082,138613,75957,68215,89158,221786,271023,79905,174568,126720,74243,77167,89664,78828,100438,120044
3168,410.16299,75.12,39065,30230,637,311,31379,19557,1754,7284,757,19204,16199,21311,36679,63391,18995,44481,80830,2822,31064,105353
3169,410.18796,471.42,15107,21257,19647,12837,15068,20857,24897,22734,20320,20711,2827,16300,10989,14046,17146,14050,14517,13051,15003,13903
3170,410.34222,71.34,168173,165602,7964,4903,285408,111287,56700,85974,15806,354074,686447,103614,82792,232539,103516,148089,182544,16301,224934,207325
3171,410.34494,58.8,802373,763551,880481,541215,1048783,990006,1051312,471593,707843,1183301,1597341,799979,750498,1044321,424512,560516,1190375,981364,599668,972868
3172,410.97772,805.86,33473,19890,26186,32153,15302,22237,21271,11200,34504,28866,1131,31316,17000,26342,20953,12236,24128,20396,32016,31220
3173,411.30048,69.42,125923,45580,350232,87069,196474,268291,304523,96710,215794,181737,191423,136380,141428,179632,45330,85195,69085,80444,76154,144645
3174,411.32562,55.86,1061920,1095696,314839,164759,1399817,880145,576963,491882,300686,2068582,2933538,700953,688450,1409515,625582,651180,975919,474828,794682,1058402
3175,411.32709,63.9,397874,446343,167946,76293,973592,434144,294439,225395,132932,1032482,914680,255962,299757,545219,188081,223643,377806,206629,270498,428792
3176,412.07352,768.24,3796,13185,19656,6011,50031,23392,69186,80099,14574,68380,1822,7304,1784,4626,3265,8102,1864,7168,7594,11681
3177,412.08304,556.98,25008,17922,40341,15290,32026,50240,19513,28224,42793,28463,7333,37915,47663,56786,17964,13129,42764,28491,27684,47630
3178,412.10565,52.74,7765,6877,26947,4976,3478,22058,13608,774,12846,4870,77787,3214,16880,8903,691,1493,4820,11318,356,4933
3179,412.13287,563.22,12509,15432,25943,11021,23574,22879,19774,4513,21289,17228,4639,11507,19236,21391,4784,3550,16124,18839,4769,16656
3180,412.14001,40.5,8085,4905,10453,8290,3401,6156,4933,3560,9745,5197,2920,4411,5498,5367,3701,4792,4921,5030,5071,8770
3181,412.20755,329.82,119297,161239,229585,95872,65677,116337,144887,85971,135866,188557,67695,175440,97877,206414,110052,115636,44785,106242,58294,123028
3182,412.27652,52.74,16021,12519,40729,10940,10366,61456,35868,3175,29741,18042,162618,7458,55251,19827,2927,2866,16008,37224,1958,14956
3183,412.30759,77.82,41566,43250,59119,33161,34141,65391,61705,22874,55218,46610,96075,35781,58172,42490,22758,21615,35919,50138,21142,43326
3184,412.44174,52.74,8174,5709,26291,4852,3178,29591,18583,583,12329,6431,100940,2921,22613,9571,783,858,4910,18808,229,6281
3185,412.76141,572.46,121417,123160,110706,143783,121195,103424,130088,151988,117796,114538,26345,136644,88014,109075,135269,135855,107114,104227,146104,107699
3186,412.76355,272.34,42579,39916,78567,17109,3130,42312,20144,12127,66570,32875,16597,30562,63511,19807,24350,12061,35866,44380,17133,55128
3187,412.76428,284.64,41039,31841,34772,16560,8144,27039,10942,21961,30230,28104,36405,22625,49584,19769,27335,20709,22661,30468,27253,39793
3188,412.94229,805.74,20271,10980,13653,16884,5744,10527,12216,9220,18674,15453,306,18971,7957,14016,16673,13564,16391,12275,22120,17950
3189,413.03601,880.2,15141,19913,6239,9495,4404,18960,5126,34074,1934,19457,17,24948,2919,21827,42752,34975,12988,9781,39118,12303
3190,413.03656,471,8981,11164,11416,11110,6031,12402,11494,8334,11823,10146,3574,7688,8320,9736,7707,6762,9329,11220,7169,9831
3191,413.06873,52.08,4783,3850,9289,6406,5620,8161,8362,2483,7452,5989,18597,3148,7338,5765,1557,3169,4960,7367,3103,3668
3192,413.08307,557.46,112031,203430,168796,156002,128362,289068,101976,55528,181324,224885,35479,132460,271050,218923,59859,47880,180902,115274,104656,188394
3193,413.18515,471.06,17842,33846,24161,30009,35590,28373,35038,56582,24282,30688,1118,31691,11029,28288,35867,30078,22217,18614,33573,23572
3194,413.18866,72.06,6771,9177,8478,4187,6170,8756,8160,5232,8094,7792,12722,6718,13518,8899,4434,5208,6365,8554,4458,8244
3195,413.1911,54.12,11982,11751,19736,9186,10478,14260,16828,6347,17139,12282,19861,7856,17065,12362,4363,4831,11741,12249,4064,11427
3196,413.19473,60.12,17934,18554,22834,19876,18572,22832,19473,15470,18626,23351,31919,20911,31790,18121,16220,14156,21447,26763,9605,26949
3197,413.26419,662.64,25725,14759,27093,14093,15780,24811,16040,9381,14964,21198,15985,12869,21559,17517,10491,10120,18546,18313,12345,13549
3198,413.26422,642.12,38525,35464,36863,32985,32913,36819,34545,33488,34283,32682,74958,23071,49360,43541,37902,42357,40983,33298,39135,18167
3199,413.3143,68.52,248456,138393,738860,186201,475843,626467,730394,234190,423873,436365,558274,249164,298655,412518,112559,175726,204064,221029,172821,292406
3200,413.86777,641.7,4860,6937,5340,6626,5121,5601,6712,6354,5572,5818,2787,8913,5289,7729,7991,8028,6265,5826,8273,7448
3201,413.91077,60.06,140831,161688,184095,125008,138737,163748,200221,84358,166435,178701,224842,121875,191568,148296,91481,100056,126618,166194,85258,135236
3202,413.99512,532.68,100958,98079,108388,90057,152305,90457,95568,130489,95593,98742,52139,98803,95791,98570,141556,155268,107219,94741,139810,93592
3203,414.03781,659.58,9984,7592,4240,10094,1875,2022,2857,5002,8031,1258,1838,9929,9047,9060,10754,10929,9186,10638,13151,8708
3204,414.17651,498.36,7543,5838,9667,7731,8186,8850,6370,6821,5833,5538,2989,8447,6924,6895,8174,8341,7528,6386,6168,6237
3205,414.28152,79.2,15044,16046,20205,10468,9071,27652,15434,12904,23007,16882,5410,12526,15956,20462,9784,7580,14392,13907,7560,14761
3206,414.31577,56.1,82010,73940,138601,57252,84949,108271,133441,46456,90499,90304,159549,69026,135159,104764,30702,42510,111311,104094,39317,94945
3207,414.3551,302.28,7766,33826,54405,8039,44259,68908,83183,36008,12402,60777,14475,2196,2440,2539,1020,2180,1907,3900,1709,2491
3208,414.74081,573.24,202526,189389,220920,202736,188092,213863,225771,106713,210751,203886,86176,180254,192775,207487,165909,148437,194960,202440,165273,196277
3209,415.0769,805.68,10006,19886,61759,12527,87881,34214,132287,100030,70601,175130,1220,18852,2287,11232,7423,16189,3296,21634,15864,29839
3210,415.09729,542.88,12002,10756,10811,7710,5269,12365,9855,3491,13045,6139,2520,15101,25113,35048,14754,12942,23320,17517,15193,27498
3211,415.14047,796.92,11928,9231,15106,13188,16511,13015,16752,16145,10626,16152,642,19765,6979,15645,16401,16094,11002,9676,15305,9377
3212,415.1405,763.44,9859,12298,11709,15749,22396,13497,19900,28182,12890,23943,1198,19927,9802,14159,21381,20710,14681,14024,23590,14464
3213,415.21033,60.06,33008694,34180916,39153244,27740572,31431098,41604432,43311904,20049526,37857604,37061488,52562540,28310320,44547256,33791236,20024478,20834312,32452422,37288976,18931580,35631684
